id,label,labels,label_pred,pred_stereotype
s_592,1,1,1,stereotype
s_2009,0,0,0,not stereotype
s_1366,0,0,0,not stereotype
s_473,0,0,0,not stereotype
s_1855,0,0,0,not stereotype
s_813,1,1,1,stereotype
s_3837,0,0,0,not stereotype
s_2649,0,0,0,not stereotype
s_2666,0,0,0,not stereotype
s_3642,0,0,0,not stereotype
s_4029,1,1,1,stereotype
s_3139,0,0,0,not stereotype
s_2248,0,0,0,not stereotype
s_4167,0,0,0,not stereotype
s_1617,0,0,0,not stereotype
s_3641,0,0,1,stereotype
s_2950,0,0,0,not stereotype
s_2072,0,0,0,not stereotype
s_1963,0,0,0,not stereotype
s_354,1,1,1,stereotype
s_3869,1,1,0,not stereotype
s_4142,0,0,0,not stereotype
s_631,0,0,0,not stereotype
s_1847,0,0,0,not stereotype
s_519,1,1,1,stereotype
s_4079,1,1,1,stereotype
s_2421,0,0,0,not stereotype
s_3578,0,0,0,not stereotype
s_1823,0,0,0,not stereotype
s_1320,1,1,1,stereotype
s_3152,0,0,0,not stereotype
s_777,0,0,0,not stereotype
s_3458,0,0,0,not stereotype
s_269,1,1,1,stereotype
s_4045,0,0,1,stereotype
s_566,0,0,0,not stereotype
s_4247,1,1,1,stereotype
s_978,0,0,0,not stereotype
s_1349,1,1,0,not stereotype
s_1646,1,1,1,stereotype
s_642,1,1,1,stereotype
s_1184,0,0,0,not stereotype
s_819,1,1,1,stereotype
s_205,0,0,0,not stereotype
s_3170,0,0,0,not stereotype
s_2028,0,0,0,not stereotype
s_1547,1,1,1,stereotype
s_2472,0,0,0,not stereotype
s_1865,0,0,0,not stereotype
s_2189,0,0,0,not stereotype
s_565,0,0,0,not stereotype
s_2631,0,0,0,not stereotype
s_2602,0,0,0,not stereotype
s_3823,0,0,0,not stereotype
s_284,0,0,0,not stereotype
s_3095,0,0,0,not stereotype
s_811,1,1,1,stereotype
s_1451,1,1,1,stereotype
s_3614,0,0,0,not stereotype
s_2140,0,0,0,not stereotype
s_1787,0,0,0,not stereotype
s_221,0,0,0,not stereotype
s_753,0,0,0,not stereotype
s_107,0,0,0,not stereotype
s_2728,0,0,0,not stereotype
s_860,0,0,1,stereotype
s_1628,0,0,0,not stereotype
s_3390,1,1,1,stereotype
s_2024,0,0,0,not stereotype
s_536,1,1,1,stereotype
s_251,1,1,1,stereotype
s_361,1,1,1,stereotype
s_1143,1,1,1,stereotype
s_2345,1,1,1,stereotype
s_4209,1,1,1,stereotype
s_3243,0,0,0,not stereotype
s_3364,0,0,0,not stereotype
s_3631,0,0,0,not stereotype
s_1873,0,0,0,not stereotype
s_2305,0,0,0,not stereotype
s_3081,0,0,0,not stereotype
s_4074,0,0,0,not stereotype
s_3811,1,1,1,stereotype
s_1599,0,0,0,not stereotype
s_2778,0,0,0,not stereotype
s_3351,0,0,0,not stereotype
s_1516,0,0,0,not stereotype
s_2172,0,0,0,not stereotype
s_3454,0,0,0,not stereotype
s_4177,1,1,1,stereotype
s_739,1,1,1,stereotype
s_2524,0,0,0,not stereotype
s_3186,0,0,0,not stereotype
s_4220,1,1,0,not stereotype
s_1756,0,0,0,not stereotype
s_590,1,1,1,stereotype
s_3035,0,0,0,not stereotype
s_1548,0,0,0,not stereotype
s_1907,0,0,0,not stereotype
s_1284,0,0,0,not stereotype
s_2005,0,0,0,not stereotype
s_2551,0,0,0,not stereotype
s_2668,0,0,0,not stereotype
s_3612,0,0,0,not stereotype
s_1727,1,1,1,stereotype
s_1845,0,0,0,not stereotype
s_2692,0,0,0,not stereotype
s_945,1,1,1,stereotype
s_230,0,0,0,not stereotype
s_3791,1,1,1,stereotype
s_3060,0,0,0,not stereotype
s_2711,0,0,0,not stereotype
s_478,0,0,0,not stereotype
s_3725,0,0,0,not stereotype
s_3024,0,0,0,not stereotype
s_802,1,1,1,stereotype
s_1540,0,0,0,not stereotype
s_2945,0,0,0,not stereotype
s_3752,0,0,0,not stereotype
s_1748,0,0,0,not stereotype
s_2769,0,0,0,not stereotype
s_1849,0,0,0,not stereotype
s_1415,0,0,0,not stereotype
s_1113,1,1,0,not stereotype
s_3934,0,0,0,not stereotype
s_967,0,0,0,not stereotype
s_2353,0,0,0,not stereotype
s_2420,0,0,0,not stereotype
s_4211,0,0,0,not stereotype
s_1059,1,1,1,stereotype
s_1344,1,1,1,stereotype
s_132,1,1,1,stereotype
s_3320,0,0,0,not stereotype
s_149,0,0,0,not stereotype
s_3943,1,1,1,stereotype
s_3358,0,0,0,not stereotype
s_1903,0,0,0,not stereotype
s_990,0,0,0,not stereotype
s_1886,0,0,0,not stereotype
s_152,0,0,0,not stereotype
s_2043,0,0,0,not stereotype
s_2871,0,0,0,not stereotype
s_1207,0,0,0,not stereotype
s_32,0,0,0,not stereotype
s_1449,1,1,1,stereotype
s_267,1,1,1,stereotype
s_2105,0,0,0,not stereotype
s_2716,0,0,0,not stereotype
s_435,1,1,1,stereotype
s_2473,0,0,0,not stereotype
s_1773,0,0,0,not stereotype
s_697,0,0,0,not stereotype
s_1837,0,0,0,not stereotype
s_1397,0,0,0,not stereotype
s_1301,0,0,1,stereotype
s_2129,0,0,0,not stereotype
s_356,1,1,1,stereotype
s_1684,1,1,1,stereotype
s_347,0,0,0,not stereotype
s_2247,0,0,0,not stereotype
s_33,0,0,0,not stereotype
s_782,1,1,1,stereotype
s_3897,0,0,0,not stereotype
s_3582,0,0,0,not stereotype
s_578,0,0,0,not stereotype
s_1188,0,0,0,not stereotype
s_1317,0,0,0,not stereotype
s_1735,0,0,1,stereotype
s_2690,0,0,0,not stereotype
s_254,1,1,0,not stereotype
s_2948,0,0,0,not stereotype
s_1652,0,0,0,not stereotype
s_2517,0,0,0,not stereotype
s_2142,0,0,0,not stereotype
s_3529,0,0,0,not stereotype
s_382,1,1,1,stereotype
s_4123,1,1,1,stereotype
s_3091,0,0,0,not stereotype
s_3711,1,1,0,not stereotype
s_778,0,0,0,not stereotype
s_187,1,1,1,stereotype
s_2495,0,0,0,not stereotype
s_2507,0,0,0,not stereotype
