id,text,label
s_39,pedrito menudo destrozo estas haciendo tolai,0
s_2765,"a ver ignorante, la prima de riesgo está artificialmente baja porque no es el mercado que compre la deuda española, sino el bce por una órden política. ahora la inflación viene porque se está emitiendo dinero sin control. osea el euro cada vez vale menos. la ruina a largo plazo",0
s_2465,"es mentira y lo sabes.  ya me gustaría saber que por una vez el gobierno social comunista dice una verdad o hace algo bien.
recuerda que la política de empleo que gestionas la hizo el pp con vuestros votos en contra, yoli",0
s_328,"una agenda que consiste básicamente en subir los impuestos para pagar todas las ayudas,sanidad y vivienda de inmigrantes ilegales. las ayudas para las familias españolas que lo necesitan ya si eso otro día. url",1
s_576,"la incoherencia de la izquierda, o coherencia según se mire. la izquierda necesita pobres para perpetuar su discurso derrotista y llorón.",0
s_212,"q miedo  d gente... en este tweet duele hasta el alma con lo q se lee x aquí... ojalá existiera otro mundo para repartirnos xq d verdad, ni d vecino se quieren",0
s_1501,"no sólo nos chorizan las carteras, también nos quieren chorizar nuestras costumbres.",1
s_2961,eso es mentira y lo sabes!!!! que malas personas sois !!! tú y el chiquitín... url,0
s_3492,"...también podrán entrar en casa del ""líder supremo de galapagar"" con la misma impunidad y facilidad??",1
s_446,"vox no prohibe eso, prohibe que salten un muro y poder usar los medios que el contribuyente españold ha pagado. si quieres acpger acoge, pero legalmente",1
s_2186,"jajajajajajajajajajaja en que pias vive esta tipa??
deja de mentirrrr vendehumos",0
s_3371,"la inmigración ilegal siempre será eso, ilegal aunque quieran hacerla legal. pedro sánchez eres un traidor a la patria",0
s_1072,la cultura democrática africana que nos quiere imponer en españa,1
s_3684,"circula de nuevo un texto que asegura que en algeciras, la cruz roja se negó ayudar a un ciudadano por ser españold. es falso 

url url",0
s_1713,"menor marroquí en canet del mar (mena), ahí lo dejo, siento muchísimo la crueldad de las i amágenes, valorar el contenido  url",1
s_241,"que alguien le diga al padre portadas que igual tenemos que elegir entre pagar las paguitas de los inmigrantes ilegales y su sanidad o pagar a la iglesia, a ver que pronto se sacude el giliprogresismo de encima.
ña
ña
",1
s_2326,"es un egoísmo propio de la izquierda, gasta hoy que alguien lo pagará la deuda hay que pagarla y si no hay penalización lo que significa más dinero de donde cree que sale?? url",0
s_3844,"las solicitudes deberán realizarse desde el extranjero, salvo en el caso de las solicitudes:
-reunificación familiar y las subcategorías de residencia temporal fundadas en razones humanitarias
-personas cuya estadía sea concordante con los objetivos de la política nac. de m y e.",0
s_2413,¿está acusando usted a los cuerpos de seguridad del estado de corrupción y falsedad documental para cumplir con una supuesta directiva de bajar la delincuencia a base de informes trucados? ¿tiene usted alguna prueba de semejante contubernio o es otra paja mental?,0
s_2458,"las pruebas no sé, pero el ridículo en el que te está dejando es acojonantemente palpable",0
s_3135,mira ke si franco no hera el del valle de los caídos a la izda les da un infarto a todos,0
s_3352,estoy deseando que entremos en su autarquía. siempre nos fue bien con ella.,0
s_349,"y tú y los tuyos que ofrecen:
okupas
subida de impuestos
subida del paro
bajada del bienestar social
subida de la inmigración ilegal
eres
tarjetas black de sindicatos
enchufados en el gobierno
,.......
sigo o ya se te cae la cara de vergüenza",1
s_588,porque lo deciden personas a las que vd. no votó y no le representan porque gobiernan en función de intereses partidistas de unos cuantos en lugar de los intereses generales de todos. por eso.,0
s_180,"los mismos de siempre. los mismos gilipollas de siempre, quiero decir.",0
s_780,la sanidad pública sufrió recortes por valor de 7.000 millones desde el 2012. españa cuenta con 3 camas por ca 1000 habitantes frente a las 3'2 de italia las 6 de francia o las 8 de alemania. los datos del tijeretazo sanitario hoy en ,0
s_34,"cuando no se invertia en i +d y todos nuestros científicos se tenían que y  hacer grandes a otros países , callabais como pu...",0
s_1389,"no hay nada ni nadie más racista q un negro lleno de odio.
no son los reyes magos con lo q hay que acabar, sino con estos indocumentados bocazas enviándolos de vuelta a su pais
eso q pide jamás lo verán sus ojos de desgraciado.
y si no le gusta, a su pvt0 pais y ya está tardando",1
s_3235,"ese pacto mundial ón  que hoy firma   en marrakech,es un auténtico disparate. lo único que genera es mayor efecto llamada,incrementar el riesgo de muertes en el mediterráneo y no poner soluciones. es cobardía no replantearlo. url",0
s_803,luego se quejan cuando los de derecha les criticamos url,0
s_3126,"el  consume responsablemente, mándale un mensaje a : las
personas no son mercancía!! el viernes 26 en la puerta de sus tiendas!!
240 personas
sin trabajo
sin indemnización
sin paro



 url",0
s_190,"a lo mejor con los millones de euros para el mantenimiento del valle de los caídos, impuestos no pagados de la iglesia y grandes empresas, etc daba para hacer algo...",0
s_454,"lo que no veo bien es que quién entre de manera ilegal tenga todo tipo de subvenciones y ayudas por delante de quién ha entrado legalmente en el pais o llevan años esperando los papeles para su legalización, eso es efecto llamada",1
s_3665,es el artículo 13 de la declaración universal de los derechos humanos. url,0
s_2090,he dicho la verdad que es lo que os molesta a los mentirosos y ladrones de la derecha,0
s_1331,le invito a que se vaya a su país de origen. sería un gran regalo de navidad,1
s_1340,"no se, debería estar orgulloso de que uno de nuestros amados reyes fuese negro.",0
s_2491,"ahora lo bloquee yo, así mantengo limpio mi tl que últimamente lo tengo lleno de basura.",0
s_1574,fuera salvajes de nuestros barrios,1
s_636,pero que los españoles que no sean seres de luz está bien dadles dinero que son españoles a que si,0
s_2823,"esto la ministra ni lo menciona, será porque también es una bobada: españa sigue líder en paro juvenil en la unión europea con un 39,9% de menores de 25 años sin empleo - url url",0
s_779,cuando un partido dice que los inmigrantes ilegales deberían pagar por utilizar la sanidad pública teniendo el problema que tenemos ... eso es de inhumanos y de ser un hijo de la gran puta. yo por lo menos no puedo pasar por alto eso.,1
s_1431,váyase usted a la m13rd4,0
s_2334,pero no gobierna la derecha es lo importante. el patriarcado tiene la culpa. hay que hscer estudios de género binarios sobre cómo producir euros matriarcales.,0
s_2440,"sinceramente yolanda soy de los vuestros pero no hay nada que celebrar, las condiciones laborales son cada vez peores, la mayoría de los puestos que se ofertan son de empleo temporal y cobrando salario mínimo.
a esto hay que añadir la inflación, trabajamos para subsistir.",0
s_140,ya era hora,0
s_3881,"sobre la inmigración/otras culturas o religiones/procedencia:
- las personas de culturas distintas no se quieren integrar
- los chinos no se relacionan con los españoles
- las venezolanas son solo una cara bonita
- todas las extranjeras son unas liantas
",0
s_1106,que siga así que los reyes que lo ven todo saben que se está portando muy mal y le van a traer carbón.... url,0
s_768,"tú cotizas para ti, no pasa pagar la sanidad pública, la pública se paga con las compras que hacemos a diario",0
s_3267,"me descojono de los q os autodenominais ""liberales"" pero os ponéis histéricos con las fronteras estatales...",0
s_3334,"figura! que pasa con la financiación iraní?, veo que para la pasta si que sois multiculturales, os da igual dolares, euros, pesos...os financian islamistas!ahahahah
url",0
s_1649,entonces el tambien es racista tomaaa morenoo zaska,0
s_1409,tu pm si que es racista.,0
s_3556,atentando en francia otro 'caso aislado'    ,1
s_184,"habrá que vender las propiedades de los de izquierdas y vaciar sus cuentas bancarias. solidario con lo propio, no con lo de los demas",0
s_1286,a que esta esperando extranjería para repatriar a este refugiado ?,1
s_650,"madre que cacao.
la sanidad no solo se financia con las cuotas de la ss, es una parte.
otra parte viene del estado de los impuestos directos e indirectos( iva) asi que un inmigrante ilegal, que compre comida, ya paga iva, asi que en parte contribuye a los impuestos.",1
s_708,"no

si lee la propuesta, se habla de inmigrantes ilegales, sin más especificación

y cualquier persona en esa situación que sepa que le va a generar una deuda no irá salvo que se encuentre en riesgo vital

es una cuestión de sanidad pública",1
s_3112,"me pasó exactamente lo mismo ayer con alguien que refutaba las conclusiones del tribunal de cuentas sobre la etapa de montero en la sanidad andaluza, en que menos se invirtió en sanidad pública. decía que no leía panfletos.",0
s_3694,"el plazo para obtener la nacionalidad española es 10 años de residencia ""legal"":

excepciones:

-1 año. matrimonio con españold

-2 años. extranjeros de estados vinculados con españa
(por ej iberoamerica)

-5 años. refugiados",0
s_734,"para eso se vota, amigo.",0
s_188,pues tú y yo,0
s_3984,"tenemos 4 millones de parados y pronto habrá más de 5 millones, si os vais se nos queda una seguridad social de puta madre.",1
s_950,deportación yaaaaa,1
s_3563,"una pregunta¿en qué número se sitúa el límite d inmigrantes q puede entrar en un país como, por ejemplo, españa q es puerta de entrada a europa de decenas d inmigrantes ilegales (casi a diario) provenientes de áfrica?¿1 millón, 2, 3...los q quieran venir y les dé la gana? gracias",1
s_1002,"la mafia podemita va a intentar destruir todo. van a por los niños. usan a este personajillo, surrealista de por sí, para acabar con una tradición que hasta a los impresentables de potemos llenó de ilusión cuando eran niños",0
s_3204,"me parece bien que cerremos grifos, abajo los chiringuitos. ¿comenzamos con el chocho ministerio de igual-da que nos cuesta 525 millones de euros al año?",0
s_1850,no entiende que la subida es ficticia? cada vez se genera menos y se gasta más. el sector público no puede ser más grande que el privado.,0
s_2679,"¡¡yujuuuuuuuu!!!
chupiguay total menestra, seguramente toda esa gente le debe al gobierno su puesto de trabajo, para nada a empresas, autónomos ni ningún fascista que arriesga su patrimonio para crear empleo y pagar impuestos.",0
s_3785,"2020: agresiones sexuales
españoles: 215
africanos: 77
américa: 46
ásia: 7

2020: violaciones
españold: 23
áfrica: 8
américa: 2",0
s_2634,no puedo leer al otro eugenio. me tiene bloqueado,0
s_791,20.000 voltios te dejan el peinado de don king de por vida url,0
s_3402,mira el vago de abascalete... se cree que sabe de lo que habla y todo.. jajajajaja,0
s_1342,en un país democrático no tienen cabida seres como tú. eras ilegal y te dedicabas a la venta ilegal de falsificaciones. has ascendido en la sociedad gracias a un partido político que hunde españa y prefiere a gente como tú. vete a tu país y mira por él.,1
s_3157,"solamente es pasado lo que a vosotros os da la gana, comunista de mierda.",0
s_1263,serigne muy fácil lo tienes de vuelta en patera en la que viniste a tu país y reclamas allí lo que quieras!!aquí da gracias que te damos de comer!!respeta a los españoles mantero garrapata!!,1
s_325,"los españoles, estarán obligados por ley a pagar la sanidad de los inmigrantes ilegales url",1
s_3827,"españa saqueada, por qué y cómo hemos llegado hasta aquí. trigésimo primera parte.-¿es deseable una españa en la que los españoles estemos desunidos, apocados y sometidos?
url",0
s_1990,según ella nosotros los repartidores de plataformas digitales éramos precarios cosa que es mentira ahora si somos precarios trabajar por 900€ al mes sin poder quitarte 1 solo pedido ahora en el invierno que antes no salias ahora obligados a salir lo has hecho de pena,0
s_2107,"por ejemplo, te dice que hay 900.000 personas más ocupadas que en 2008... y no te dice que hay 1.800.000 personas más en españa que en 2008.",0
s_2938,"toma chiqui, aqui la realidad. el empleo publico y los erte.

url",0
s_3787,"y respecto a esa minoría, malas personas hay de todas las procedencias, culturas...o qué opinas de los políticos que te roban, o de los empresarios que explotan. es que directamente el mundo es lo que es gracias a explotar a asia, sudamérica y sobretodo áfrica.",0
s_2044,"ahora va y lo apoya con 'datos' de alvise, ",0
s_1187,"mbaye es un meme andante. no m creo q ni el piense eso, solo repite lo q le han dicho",0
s_562,manía tienen de insultar...,0
s_1375,"yo pido acabar politicamente con tipos como este independientemente que sea blanco, negro o amarillo. la estupidez no entiende de razas.",0
s_1530,"paso de comentar porque si escribo lo que pienso, me cierran la cuenta y todas las que abra de aqui hasta el fin de los dias.",0
s_3894,realmente abascal acaba de achacar el 70% de agresiones sexuales que ocurren en españa a los inmigrantes. si se esfuerza más para ser más xenófobo no le sale. ,1
s_3111,"cierto...
es de traca. argumentos de un economista que podría no compartir, pero chico! di por qué. ah, no... internet y tal y tal... ‍",0
s_3289,"nuestro presi no tiene ""narices"" para luchar por españa! y si le aseguran el colchón ?",0
s_711,"depende del juez, no de usted.",0
s_3531,"el tío este es un tonto malo, malo, desde q se impuso por sus santos g... asaltar la moncloa ha ido haciendo dos a los españoles una tras otra pero todo malo",0
s_2252,"la subida del ipc, el encarecimiento de combustibles y luz. eso si, sánchez con 1200 asesores, 100 millones en cambiar la flota de vehiculos oficiales... es que no puede ser que nos meen y digais que llueve.",0
s_471,"no, malditos no, ilegales. hay que distinguir lo que es legal de lo que no lo es.",1
s_3405,ojalá tengáis que emigrar,0
s_4236,este gobierno es responsable.,0
s_3993,"19.8 cataluña orden publico
"" ahora hospitalet""
--------------------
el 28/6  2 inmigrantes menores de edad mataron a un españold de 50 años en l'hospitalet durante un robo con violencia.
hoy, 17/7 acaban de quedar ambos en libertad condicional.
( 17/7)",1
s_952,"si no le gusta, pa su querida senegal, qué se compre tres metros cuadrados de selva y que se pierda en ella, qué sabrá el de reyes si es republicano",1
s_3078,al ppsoe ni agua,0
s_69,"1 no es racismo ni xenofobia, es sentido comun y que a uno no lo tomen por tonto. si yo pago por un servicio quiero que se me preste ese servicio. me da igual si despues de atenderme a mi atienden a alguien que no lo haya pagado pero que me atiendan.",0
s_459,son nacionalistas y liberales. trump no se ha inventado nada xd.,0
s_3044,y qué quieres que rebatamos? qué en 2021 había más paro que en 2008?,0
s_420,"ojo, que vienen curvas: el bloque de inmigración",0
s_3871,"permiso de residencia para extranjeras víctimas de violencia de género.
  ... url",0
s_207,"creo que los inmigrantes no son el problema. lo es todo lo que se ha robado a manos llenas por quienes debían velar por el bien común. rescates bancaris, ejército e iglesia y monarquía son los gastos más elevados de nuestro estado. justo en los que se debería recortar no invertir",0
s_2267,"el déficit de españa se ha disparado en 2019, que venía controlado como cusndo el zp ganó las elecciones con el golpe de estado del 11m desde aznar. no me gusta el pp pero ya mentir descaradente y poner datos falseados como ejemplo. en europa nadie se cree las cifras del gobierno",0
s_3414,"las 8 medidas más polémicas de  ¿ultraderecha? no, ultranecesidad!!!  

url",0
s_2577,"""ya se fueron con el pp"" menuda gilipollez que has soltado ""amigo""",0
s_317,"mucha agresividad ,se detecta",0
s_3000,"te lo agradezco.
yo no puedo hacer nada.
como te comenté antes, nosotras no tenemos derecho a cobrar paro y yo no tengo ms ingresos que lo que gano.
llevo años buscando otra casa pero nadie te paga el smi",0
s_1131,si los 3 reyes magos fuesen blancos nos quedaríamos de que no hay ninguno de otra raza,0
s_1772,"39, 8 de para juvenil ( el mayor de europa)
17,2 de paro en mujeres ( el segundo mayor de europa )
los ertes/eres a full ..
20 m de 48 trabajando y te pones contenta , explotando a los autónomos para pagar chiringos y paguitas
para proteger así , mejor no hacerlo url",0
s_2218,"mentiroso compulsivo como tu jefe el psicópata

ya no cuela la flauta de hamelin. url",0
s_3441,"la emigración es un fenómeno secular, global, inevitable y en general positivo.pretender evitar un fenómeno natural y inherente a la historia d la humanidad muestra lo alejado q puede estar d la realidad alguién cuya trayectoria personal se limita a ser un protegido d politicos",0
s_2779,"bueno, ese argumento es muy tramposo debido a que no puedo predecir el futuro, pero lo que sí puedo afirmar es que es altamente improbable que así sea por la acción de la competencia.",0
s_763,"eso sí, si es inmigrante ""ilegal"", que le den por culo al abuelo.",1
s_2307,"pues supongo que funciona actualmente, pero se pueden hacer mejoras",0
s_2610," en un país multicolor,
nació una niña bajo el sol.
y fue famosa en el lugar,
por su alegría y mendacidad.
y a la pequeña ministra le llamaron yolanda
¿en serio se cree lo que dice? usted en qué planeta vive. salga a la calle y pregunte.",0
s_2933,"enserio los fachapobres exigiendo coherencia a la gente, teneis un lavado de cerebro de traca y vais de iluminados,serviles del amo y chivatos que soys,y encima mentirosos negando las corruptelas de vuestro rey y partido, sigue con las horas extras chupandosela a tus amos.",0
s_2740,porqué reformar como dice pedro la reforma laboral? actualmente funciona o no???? esto es para mear y no echar gota url,0
s_2603,y mira la cantidad de simplones que le dan me gusta sin tener maldita idea.,0
s_1959,"en un privado tampoco pagas por entrar. de hecho, en situación de emergencia te tienen que atender y tal... ya son públicos los hospitales privados? en serio se da cuenta que no tiene por donde coger lo de la iglesia?",0
s_963,por qué no mandan a este carajo de vuelta a su pueblo natal? que vaya a joder allá!,1
s_838,"el inmigrante africano q viene no está cualificado, posee otra religión, cultura e idioma pero aspira a que sea españa quienes lo mantengan a costa d nuestros pensionados. no todos son delincuentes pero están sobrerrepresentados en nuestras cárceles. así que no más inmigración rt url",1
s_1577,"si esta noticia es verdadera, ten huevos de proponerlo de manera seria que verás donde vas a volver. ya está bien que vengan de fuera a tocar los huevos. como díria un grande, váyase a la mierda.",1
s_115,"¿será la presidencia de sánchez una oportunidad para recuperar los votantes perdidos o la puntilla definitiva a su partido?
creo que se van despejando las dudas..",0
s_3227,"yo tengo tres ciervos con los que pasó el invierno sobrado yo tengo 40 mantas con las que pasó el invierno sobrado en un caso uno con un ciervo pasa el invierno y el otro con 20 mantas por familia numerosa tribu

un ciervo por 20 mantas es valor por valor...no",0
s_523,"&gt;&gt; (estoy sorprendida de que ""sólo"" tengo que pagar 900€ para la matricula este año), ni es ""raro"" en madrid ver mendigos (simplemente los echan a patadas fuera de la vista de los turistas), ni hay ""amnistías"" para los inmigrantes ilegales que trabajen 3 años &gt;&gt;",1
s_2219,"cuales? porque son los mismos que según ella están dejando paso a una “recuperación justa”: temporalidad, despido flexible y ertes entre otros. es una mentirosa que os toma por tontos (y parece que acierta)",0
s_2614,"no digo que el gobierno sea comunista, pero podemos lo es, y mas bolivarianos tambien los son. psoe son socialistas que para el caso es caso lo mismo...todo cuanto salía del socialismo siempre ha sido una mala noticia",0
s_35,sois unos recogedores de salvado y expendedores de trigo,0
s_2255,"cuando quiten las subvenciones me cuentas en cuánto esta el paro y en cuanto está el paro juvenil, campeón",0
s_1789,"mi tweet está directamente relacionado con el de la ministra, entiendo perfectamente que le puedan estar poniendo trabas (al fin y al cabo es lógico, es un gob. de coalición), pero me parece hipócrita que saque pecho con esta bajada, cuando ella es la primera que sabe lo que hay.",0
s_3790,lol sino ves que es una problema que los inmigrantes siendo poco mas del 10% de la poblacion cometan la mitad de las violaciones de este pais....y de estas en manada o violentas basicamente la totalidad de las mismas,1
s_3323,"pues sí, la vida es un derecho humano. lo tuyo en cambio más que libertad de expresión se llama racismo. claro que no sorprende.",0
s_1533,"pido q te largues y dejes nuestras tradiciones, el mayor racista eres tú",1
s_843,miserable eres tú diciendo q en venezuela se come tres veces al día cuando la gente se muere de hambre y huye del país. miserable eres tú defendiendo la explotación de inmigrantes por mafias q se dedican a la fabricación de productos ilegales.,1
s_1916,"impresionante rajoy se encontró 17.165 millones de personas ocupadas y os dejó 19.528, con una reforma laboral que trajo empleo a españa (2.400.000 de personas ocupadas+)y tu que has creado menos de 500.000 personas ocupadas en tres años (gracias a esa reforma) la quieres derogar",0
s_3944,los que delinquen deberían ser expulsados. en eso estoy de acuerdo. pero no usar las violaciones para pedir eso y menos tratando de dar a entender q son de fuera quienes cometen esos delitos xq eso es minimizar los de los españoles. y menos dando datos falsos. la gran mayoría,1
s_1742,"...  por motivos racistas, you otros referentes a la pertenencia de sus miembros a una etnia, raza o nación, o por su origen nacional.",0
s_3690,"ya, ana. piensa que la mayoría de población llegada de fuera es joven. súmale que son de mayoría masculina. súmale la condición socioeconómica.

ten en cuenta los menos que habría en el lúmpen eliminando tanta familia de aquí de siempre que vive de rentas y del trabajo ajeno...",0
s_3102,hay subida del smi en venezuela  del 2000% cada año de media. el smi menual no da para comprar una caja de huevos. sois sectarios terraplanistas. la igualdad entre hombres y mujeres no tiene nada wue ver con la izmierda. la izmierda se opuso a que las mujeses votasen en 1933.,0
s_431,"punto 59. ""eliminación del acceso gratuito a la sanidad para inmigrantes ilegales (...)"". si vienen de fuera, que paguen, ¿no? sólo quieren al inmigrante para pagar.",0
s_121,me parece frivolizar. la inmigración ilegal es un problema serio y lo que va a hacer crecer la xenofobia va a ser no querer asumir que no se puede acoger a todo el que se echa al mediterráneo en una embarcación patroneada por mafias.,1
s_840,"miserable es usted q promociona economía sumergida,inmigración ilegal,y después funde a impuesto a autónomos y pymes q hacen encaje d bolillo para mantener negocio y con ello el 80% d empleo d este santo país para mantener tu sueño húmedo bolivariano",1
s_2737,siempre hay alguien pidiendo fuentes como si fueran a desvelar algún truco que permita mantener la mentira en el aire un poco más. luego cuando le dices epa no dicen nada.,0
s_2370,"el ipc se dispara al 5,5% en octubre, la mayor subida en 29 años
el encarecimiento de la energía y los alimentos dispara la inflación a niveles no vistos desde 1992",0
s_1958,teneis muy claro que vuestros votantes son retrasados mentales,0
s_675,"... tengo familia lgtbi e inmigrante pero quillo, en serio, si no te sale de los huevos leer y entender las cosas no merece la pena discutir contigo.",0
s_2486,"eso no es crear empleo, es comprar empleo. por lo tanto no creces, aumentas el gasto, no el ingreso. no es ni siquiera complicado, puedes crear miles de trabajadores públicos que cobren poco y no hagan nada, pero la deuda crecerá, y tarde o temprano, vendrán recortes y despidos",0
s_3858,"antonio segura abogados: las mujeres extranjeras víctimas de violencia de género, en... url",1
s_2911,"como veo que andas un poco perdido te dejo unos datos, más de 707 mil empleados privados por menos de 150mil publicos
url",0
s_795,"tú metes inmigrantes ilegales, saltándose la ley, por la fuerza y la violencia en detrimento de los inmigrantes que si la cumplen.
pones en riesgo la salud de los nuestros.
tratas igual al no cotizante que al que ha entregado su vida por españa.
¿pero los nazis somos los demás?",1
s_2153,sabes cómo funciona el ipc?  sabes porque se ha dado? es que es de risa oye,0
s_2148,"¡consensua¡ esto es que ella presenta un proyecto y la eu le marca unos mínimos y unos máximos, esto no tiene nada que ver con que la eu exija una reforma laboral y menos cómo la yoli poli quiere. de ser una ley que la eu viera con buenos ojos ya estaría aprobada desde hace días.",0
s_3979,"podemos como siempre diciendo que el inmigrante legal e ilegal son iguales.
pero luego en el resto de paises hasta los que ponen de ejemplo si que hay diferencia.",1
s_1266,que te den por culo serigne,0
s_2569,¿y los de erte? ¿te los comes?,0
s_3018,"un crecimiento del 0% del empleo público significa que no se cubren las bajas y jubilaciones de médicos, enfermeros, profesores o policías.
un crecimiento negativo significa mandar a la calle a miles de profesores, médicos, enfermeros o policías.",0
s_2055,"los datos del miinisterio son correctos, y los del periódico también. los del periódico explican los del ministerio.",0
s_3180,"y legalizamos el pp y al psoe y yo te apoyo por cierto a vox no le financian terroristas iraníes?
ilegalizado también yo te apoyo",0
s_2837,"de las obligaciones impositivas que todos deberíamos cumplir y que hay muchos ""no funcionarios"" que  no lo hacen a diferencia de los funcionarios que tenemos nuestras nóminas totalmente fiscalizadas.",0
s_1398,lo más urgente es expulsar a dicha basura a su país de orígen.. url,1
s_3363,aquí está en todo lo que se basa url,0
s_605,"te llamas betikogameplays, por favor ten la decencia de no opinar sobre nada, gracias.",0
s_3883,"derechos laborales y de ía de las mujeres víctimas de énero, por luciana torrents url",0
s_669,"a ver que siempre politizan todo. no es por defender a vox, pero podemos deducir que ese tipo le vota a vox? si vox siempre dice q condena la violencia intrafamiliar? osea cualquier tipo de violencia. y no, los medios no han normalizado el fascismo, han normalizado el comunismo.",0
s_3945,"aunque sólo fuese una. tan sólo una violación perpetrada por un inmigrante ilegal, merece su extradición inmediatamente sin ni siquiera previo paso por prisión.",1
s_2139,señora... la única malvada es yolanda que no deja de mentir y usted que seguramente estará financiada por sus secuaces,0
s_3428,"tranquilo que ya llegará nuestra hora, la hora de la verdad!!  ánimo y adelante!!!",0
s_828,rico no serás pero muy listo tampoco.,0
s_1709,"os mando un vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en españa.
te ruego que lo difundas para que españa se entere,de una vez como nos agradecen que los acojamos. url",1
s_2738,algo habrá hecho yolanda díaz si esa reforma laboral es de 2012 y es casi nueve años después y bajo su amparo cuando empieza a 'funcionar'.,0
s_1,"el psoe recuperará la ""sanidad universal"" y obligará a los españoles a pagar la sanidad a los inmigrantes ilegales url",1
s_1248,"no! si eso, sacamos a ala en procesión, no te jode! a mi me parece racista el ramadán, lo quitamos y punto",0
s_941,que se vaya por donde ha venido,0
s_1172,pa tu casa moreno,1
s_2702,los datos son de meses top en prácticamente todos los sectores y respecto al smi este lunes hablé con 2 gerentes de pymes  en concreto pe y ambos me transmitieron su preocupación por que esos 15€ suponen + de 150€ de incremento por empleado.,0
s_273,"los españoles, estarán obligados por ley a pagar la sanidad de los inmigrantes ilegales url vía  y seguimos alimentando el efecto llamada...",1
s_2071,"porque?
1,2,3,4,5,6. intervencionismo estatal y gobiernos del psoe",0
s_2070,"pero a esta clase de soplapollas ni les contestéis, o de verdad son retrasados mentales que se comerían la mierda de cualquier político de derechas o son bots que están para precisamente dar estos mensajes populistas y engañar a la gente.",0
s_1536,q se vaya a su pais si no quiere reyes!!! gilipollas,1
s_2121,"también es bueno recordar el tiempo que tardó el gobierno popular en ""la recuperación"" más de 6-7 años
yolanda y su equipo en menos de un año lo tenían controlado sabiendo que una pandemia es mucho más complejo.",0
s_3977,"las estadísticas oficiales son que los inmigrantes son el 10% de la población cometen más del 30% de agresiones totales, es decir, el índice de mantratadores extrangeros es de más del triple que de maltratadores españoles.

malnacidos todos, pero los números son los que son.",1
s_2853,"cuando algo funciona como la ley laboral actual mejor no tocarlas, porque cuando tocáis algo normalmente el resultado es nefasto o nulo! así que gracias a la reforma laboral de la derecha se ha recuperado empleo, que por cierto ya existía prepandemia",0
