id,text,label_pred1,label_pred2,label_pred3,gold_label_pred
d_2392_02,entonces de lo único que se preocuparán es de que haya brotes de islamofobia.,0,0,0,0
d_2389_01,"vaya, parece que he dado en la diana.",0,0,0,0
d_678_01,de las pocas y mejores ideas que ha tenido este partido.,0,0,0,0
d_2288_01,"también, pero a esos (como premio) se les traslada a escondidas a la peninsula",0,1,1,1
d_1118_03,"los ""centros"" son necesarios ya que cuando tus padres y tu país  de origen te deja los tenemos que meter en algún sitio para enseñarles  a adaptarse  o integrase en  una nueva cultura, pero no podemos cambiar a quienes no quieren.....",1,1,1,1
d_2414_05,ya me podéis decir facha...,0,0,0,0
d_2482_03,"y cuando cumplan la condena se les devuelve, entonces sí, y con prohibición de entrar en europa para siempre",1,1,1,1
d_614_05,"vamos, lo mismo que exigen a los españoles en extranjero.",0,0,0,0
d_1056_03,"no queremos que se vayan, dice. qué irritante inclinación existe hoy a excusar y justificar a todo malhechor, en vez de pedirles esfuerzo por adaptarse si quieren quedarse.",1,1,1,1
d_994_01,sois un grandísimo país,0,0,0,0
d_869_03,le quitaron ambos.,0,0,0,0
d_2285_01,"se llamaba ""open arms"" el avión ?",0,0,0,0
d_627_04,hurra!! estamos salvados!!,0,0,0,0
d_1647_01,las editoriales son las que utiilazan una imagen de la chica para dar prensa .,0,0,0,0
d_2291_02,"sigamos unos años así, y en nada, estos progres gobernantes nos habrán sumido al yugo musulmán.",1,0,1,1
d_2001_05,juzguemos loq ue pasa no; es inmigrante pobrecito y es españold malisimo.,1,1,1,1
d_1173_02,necesitamos soluciones contundentes para garantizar la seguridad de los vecinos. en el partido constitucionalista vox defenderemos la expulsión de quienes rompen la convivencia en nuestras calles. url,1,1,1,1
d_1750_01,menos tú.,0,0,0,0
d_1780_01,con el gobierno sacialcomunista somos el hazmerreir del mundo.,0,0,0,0
d_2048_02,"indica que el 60% de los muslmanes no trabajan en inglaterra, cuando el es 6%.",0,1,0,0
d_1846_01,ni a portugal.....,0,0,0,0
d_2045_03,el desempleo es 6% en los musulmanes en inglaterra,1,1,1,1
d_1318_02,no os va a funcionar.,0,0,0,0
d_1898_02,q paguen ellos.,0,0,0,0
d_800_03,no tienen ni idea de donde nos van a meter y de quién va a pagar todo esto.,1,0,1,1
d_618_03,menudos sinvergüenzas parásitos y vagos.,0,0,0,0
d_1353_03,preguntarme por un estudio en el que basar una metáfora?,0,0,0,0
d_1664_02,¿que horario de apertura tienen? que pena penita pena,0,0,1,0
d_293_02,españa?,0,0,0,0
d_1056_02,"no queremos que se vayan, dice.",1,1,1,1
d_1638_06,"debe ser que su meta, que hace mucho que superaron, es el ""malismo"".",0,0,0,0
d_184_02,"no es lógico, en forma oficial, francia y varios países latino-americanos, en uruguay hace un siglo que no se dan religiones, y en la argentina hace más de medio siglo que tampoco, y parecido pasa en méxico, etc.",0,0,0,0
d_1832_01,"creo que se equivoca, .......... están en el gobierno",0,0,0,0
d_1880_01,y los que lo votaron. malditos todos.,0,0,0,0
d_589_06,"llegar a los extremos de ""cafe para todos"" es económicamente insostenible (el estado quiebra) pero también es poco humano y poco inteligente no darle la oportunidad a esta gente de aportar a la economia del pais",1,1,1,1
d_590_01,"qué barbaridad!!!! claro, tiene quite ser una estupidez inmensa para tapar la gran cloaca de su partido.",0,0,0,0
d_667_01,y todavía hay algún borrego que se piensa que va a pillar paguita de estos jajajajaj,1,1,1,1
d_1336_01,que le pregunten a francia...,0,0,0,0
d_809_05,"si sumamos los impuestos de los que están exentos de pagar irpf y de los que trabajan en la economía sumergida, y restamos lo que hay pagar por salario mínimo a todos esos nuevos candidatos a cobrar esta nueva ayuda, sale que vamos a gastar unos 1000 millones de euros adicionales.",1,1,0,1
d_594_02,va a quedar como un pincel.,0,0,0,0
d_2508_02,hablan q si china o rusia o algún país q se pone serio con la inmigración le tachan de q no tiene democracia pero me parece q lo q pasa es les joroba q ellos se pongan serios y no les entre nadie q ellos no quieren q entren,1,0,1,1
d_857_03,"por cierto, al juez que les mete 200 años y después le corrigen a 4 no le pasa nada????",0,0,0,0
d_299_01,"no pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj",0,0,1,0
d_2009_06,"el que no lo quiera ver, que no lo vea.",0,0,0,0
d_839_01,600.000 parados más.,0,0,0,0
d_1958_02,"y si en la calle sufre acoso y violencia, lo raro es no responder con violencia -adaptarse a lo que se encuentra, ni más ni menos-.",0,0,0,0
d_1603_02,"lamentable la noticia! como manipulais, sin tener ni idea de que pasa en ceuta desde hace decadas.",0,0,0,0
d_1721_04,"da vergüenza ser españold, nos toman por imbéciles.",0,0,1,0
d_313_01,"los mejores, los paga pensiones.",1,1,1,1
d_1464_03,"y todo, lo pienso sinceramente, por ser una veinteañera tontalava e ingenua.",0,0,0,0
d_47_06,"mira tu familia, o tus amigos.",0,0,0,0
d_1725_01,"otra prueba, por si hiciera falta, de la miseria de nuestro país.",0,0,0,0
d_226_02,y una paga de 2.880 leuros.,1,1,1,1
d_565_02,"y restringirles selectivamente caso por caso(si a medicos y cientificos,etc).",0,0,0,0
d_267_01,nos ha quitado la oportunidad de tener a otro pagando pensiones y encima le vamos a tener que pagar a él la manutención.,1,1,1,1
d_2103_05,"no es obligatorio, me alegro",0,0,0,0
d_1992_01,comodín de racismo y a blanquear lo enegrecido.,0,0,0,0
d_2092_02,no doy crédito a tanta inmoralidad y bajeza humana.,0,0,0,0
d_1721_01,"a ver si lo he entendido. un avión marroquí, lleno de hijos de mohamed, ha aterrizado de urgencia en el aeropuerto de palma.",0,0,0,0
d_982_02,el que ocurra un resultado you otro depende de la suerte.,0,0,0,0
d_940_01,"pues que no me cuenten la noticia y yasta, si es que... ""pa no decir na""",0,0,0,0
d_1119_01,"el pp es otro partido socialdemócrata más, qué creías que iba a hacer  ?...",0,0,0,0
d_1467_04,ojala le caiga una maldicion por hacerle eso a las pobres criaturas.,0,0,0,0
d_1301_01,ahora en el puesto mas alto está crónica balear.,0,0,0,0
d_626_01,"muy fácil , dele usted trabajo y su casa, después hable,y lo de vox es inaudito lo que dice,habiendo como poco 4 millones de parados y el campo abandonado,obligue a los parados a trabajar donde haga falta,en casa cobrando se esta muy bien ,verdad?",1,0,1,1
d_128_01,¿y nos van a hacer creer que nadie sabía que este i amán daba un discurso de odio?,0,0,0,0
d_1704_01,"ellos son ""los buenos"".",0,0,0,0
d_1396_05,tenemos un 20% de paro y encima permitimos que entre morralla del tercermundo con una mentalidad medieval y una religión de hace 700 años que apuntala que la mujer no vale una mierda y se puede disponer de ella como se quiera.,0,1,1,1
d_172_01,¿hacemos? ¿quiénes?,0,0,0,0
d_1297_01,"un ""agosto de 2020"" hablando de aviesas intenciones e ideologías.",0,0,0,0
d_853_08,lo que le ocurrió no es tan raro.,0,0,0,0
d_148_03,¿para otros la solución a todo esto son los bolardos?....,0,0,0,0
d_1558_02,"a mí me importa un bledo si quien me invade viene de marruecos directamente o ha llegado previamente a marruecos: es un invasor que asalta mi frontera, aterroriza a mis paisanos, apedrea a las fuerzas de orden y trae consigo un virus del que queremos escapar.",1,1,1,1
d_2055_02,tener a la gante en naves industriales no parece muy humanitario y ya no podemos acoger mas.,0,0,1,0
d_1798_06,"aún no disponemos de toda la información sobre este incidente, pero no me extrañaría que, incluso, ese grupito conspirativo viajase en business class.",0,0,0,0
d_1699_03,o diadores,0,0,0,0
d_554_03,"sinverguenzas, proclamáis ser de izquierdas pero sois unos falsos.",0,0,0,0
d_1850_02,no tiene idea de como ir solucionando los problemas que se le presentan.,0,0,0,0
d_175_07,"también han colaborado en esta macabra creación gran bretaña, arabia saudí y qatar... y en cierto modo, con el tráfico de petróleo del is, turquía.",0,0,0,0
d_2039_01,"en muchos barrios de reino unido, una mujer no puede llevar una falta corta o los brazos al descubierto, la cubren a insultos e incluso agresiones y ésto es el principio:",0,0,1,0
d_2035_02,"tenemos medio tercer mundo agolpándose a las puertas de nuestra casa con la clara intención de tirar la puerta abajo y entrar por la fuerza a arrebatarnos lo nuestro y la guinda es un gobierno blando, indolente, progre de baba, que abomina del uso de la fuerza aunque el que tengas enfrente sí la utilice contra ti.",1,1,1,1
d_1099_03,"lo segundo, qué imagen más bochornosa de ese túnel, todo pintado.",0,0,0,0
d_2097_02,"menudos comentarios, una ya no sabe si es maldad o es que la cabeza no les da xa mas.",0,0,0,0
d_1532_01,"los que la insultan son miserable as de vox , parte del pp y grupúsculos de extrema derecha...pero vamos esa niña está más cerca de cristo que muchos y muchas de misa diaria..,",0,0,0,0
d_689_01,esto cambiará cuando dos menas le roben la silla y la cartera.,1,0,0,0
d_2025_02,1º ) observemos israel........,0,0,0,0
d_1502_02,ni un duro para las ong.,0,0,0,0
d_613_02,"tienes que comprar más estómagos agradecidos para intentar frenar la debacle inminente de tu partido, claro.",0,0,0,0
d_807_03,son más falsos que un euro de cartón.,0,0,0,0
d_1557_03,"ha elegido el puesto de trabajo con el que mejor se realiza, y ya está.",0,0,0,0
d_2481_04,es mucho más fácil sacarse un visado y cruzar tranquilamente por algeciras.,0,0,0,0
d_1862_01,….antes de atacar los lobos tientan buscando la debilidad de la presa,0,0,1,0
d_1112_01,"vas por dónde quieres, lo que tiene que haber seguridad pública, no tener que dar la vuelta para no toparte con los dos personajes",0,0,0,0
d_1122_04,¿porqué tiene miedo a salir si parece ser que para ella son unas pobres criaturas?,1,0,1,1
d_1835_01,"en abc hace poco tiempo: ""un ataque con cuchillo en un tren deja varios heridos en alemania""",0,0,0,0
d_1349_02,el que calla otorga:,0,0,0,0
d_1602_01,que daño haceis abc dando publicidad a esta manipulación.,0,0,0,0
d_1595_02,cada uno en su papel.,0,0,0,0
d_1104_02,eso no existe (salvo en la cabeza del redactor).,0,0,0,0
d_242_01,ahora suelta esa alimaña en un pais occidental beta,0,0,1,0
d_12_02,"estos tíos lo que hacen es mirar, ver quien es más vulnerable y atacar luego en privado para llevarlos a su causa.",0,0,0,0
d_2454_02,"nada!, nada! ni juicio ni historias!, meterlos en un avión de vuelta a su p... casa en marruecos, pero ya!",1,1,1,1
d_105_02,ya comenté algo similar en un hilo anterior.,0,0,0,0
d_916_03,son una peste para la sociedad.,0,0,0,0
d_1212_04,entonces ya tenemos asesinos pero como son menores tampoco pasaría nada.,1,0,1,1
d_1240_01,lo que tienen que hacer es cambiar la clave o elegir una encriptación mayor.,0,0,0,0
d_1844_01,estos marroquíes no tienen remedio...,0,0,1,0
d_1383_01,porque se escribe wi-fi,0,0,0,0
d_1581_04,"con quienes tenemos que ponernos ""estupendos"" es con los políticos que hacen una ley de inmigración/extranjería que no funciona, con la unión europea que mira para otra parte, con el gobierno y el rey de marruecos que han utilizado miserablemente la desesperación de estos seres humanos, con este gobierno incapaz, ""posturita"", de maquillaje, al que ni siquiera sus conciudadanos le hemos importado antes, durante y después de la pandemia.",1,1,1,1
d_1849_03,"cuando un país no se respeta a sí mismo, es difícil que lo respeten fuera de sus fronteras.",0,0,0,0
d_170_11,los mossos y sus barretinas esteladas 'no cubren' necesidades.,0,0,0,0
d_2281_02,"hay que aprender de sus leyes, adaptadas a ellos.",0,0,0,0
d_1816_04,"otrosí: los comas diabéticos se paran casi instantáneamente proporcionando bebidas azucaradas i.e: cola, agua azucarada o similar.",0,0,0,0
d_1045_01,por lo visto tendremos que esperar a que a estos simpáticos y ultraprotegidos menores (algunos no tanto) se les vaya la mano y haya alguna muerte.,1,1,1,1
d_2044_02,en inglaterra hay 2.7 millones de musulmanes.,1,1,1,1
d_2074_02,"como si en españa no tuviesemos un sistema sanitario, proteccion civil o la ume.",0,0,0,0
d_1435_02,"el otro día pillé a un político robándome la cartera y le dije “ah vale, perdona, que pensaba que eras un moro de mierda!”.",0,0,0,0
d_722_02,hay que salir a las calles a manifestarse y pedir la dimision de esta gentuza ..,0,0,0,0
d_105_04,"pero bueno, yo no me lo creo del todo.",0,0,0,0
d_1020_01,"bla bla bla, dice el artículo: “se abalanzaronsobre elle por la espalda”, “estrangulándola por medio de la técnica del(maletón) hasta hacerla perder la consciencia”.",0,0,0,0
d_2432_01,pues yo soy asesor fiscal.,0,0,0,0
d_1980_06,"analizar sólo lo que pueda pasar en europa es ver una parte del problema, no el todo.",0,0,0,0
d_1584_01,¿y alguien sabe si hubo consentimiento previo para el abrazo?,0,0,0,0
d_741_01,"como los obreros ya no les votan a los comunistas progresistas, ahora además de feministas, animalistas, universitaristas y demás istas, hay que buscar voticos en el nuevo caladero.",0,0,0,0
d_2445_03,ahora se hace llamar dolores vázquez.,0,0,0,0
d_1656_01,"para empezar, no son emigrantes, son invasores y, en lugar de ""consolarlo"", lo que hay que hacer es devolverlos por donde han venido.",1,1,1,1
d_1429_01,"pues no listo, ya los hay que empiezan por 7 :-p",0,0,0,0
d_2112_02,"espero que todo lo vaya bien, y que no tenga que buscarse mucho la vida, porque sino, le auguro un futuro muy negro.",0,0,0,0
d_1261_01,pero si hay que apostar ....,0,0,0,0
d_670_03,se creen inmunes y actúan impunemente.,0,0,0,0
d_2451_01,dolores te llamas ahora?.,0,0,0,0
d_483_01,esto es lo que importas cuando los rescatas en lugar de hundirlos.,0,0,0,0
d_445_03,rasistas,0,0,0,0
d_2515_04,ninguno de estos niñatos va a volver a alterar nuestras vidas.,0,0,0,0
d_954_01,"cada vez que leo esas cosas me preguntó cuántos años tiene quien lo escribe, entre los que teníamos ya uso de razón a final del siglo pasado dudo que haya muchos que no vean una diferencia brutal entre la cantidad de machismo que había a principios de siglo y la de ahora, eso sin contar con temas medibles como reducción de asesinatos de género, aumento de mujeres con estudios superiores, y un gran etc.",0,0,0,0
d_2047_01,"ramoncete, ya le contesté antes, veo que no hace ningún comentario sobre las violaciones de niños, los asaltos e insultos a las mujeres en sus barrios.",1,1,1,1
d_865_05,"así que les pusieron cosas delirantes como que el ""era violento"" cuando jamás tocó a los niños y ahí quien tenía mala ostia era la madre o que no los alentaban lo suficiente cuan precisamente estaban siguiendo una dieta para controlar el sobrepeso de una de sus hijas.",0,0,0,0
d_978_01,"país sin ley, okupas y delincuencia",1,1,1,1
d_57_02,"lamento que quieras desviar la atención pensando que cualquiera que te lleva la contraria tenga que ser automaticamente ""el enemigo"".",0,0,0,0
d_1445_02,solo faltaría que no pudiese ir sola por la calle.,0,0,0,0
d_1316_04,"esto no significa que todos, pero delinquen mas.",1,1,1,1
d_1205_02,"han votado a unos partidos que defienden que esos menores, marroquíes, en vez de devolverlos a su país de origen,  se tienen que quedar aquí.",1,1,1,1
d_1436_02,calles de 3 carriles en las que solo se puede usar el del medio porque los de los lados están llenos de capullos con las luces esas que parpadean y sirven para aparcar donde te da la gana.,0,0,0,0
d_539_03,miedo me da ante tanto descerebrado con capacidad de voto...,0,0,0,0
d_1980_02,así que igual lo de la diferencia de cultura no es tan relevante en ese sentido.,0,0,0,0
d_162_03,"¿que estoy en contra de que unos señores practiquen su religión, sea cual sea si conviven con nosotros?",1,1,1,1
d_324_01,"en irak tienen una cura experimental que parece que va bien para estos casos, con un buen arbol, una soga y algo de gravedad se podria empezar",0,0,0,0
d_1711_07,"es una situación fortuita que para algunos será humana, pero a la chica no la criticare, por realizar su trabajo humanitario.",0,0,0,0
d_2118_01,no ser malos con ella...que es lo mas cerca que estuvo de un hombre...,0,0,0,0
d_1655_01,"no cabe duda que es una gran tragedia que haya gente, que necesite tener que ir a pedir comida a las mal llamadas ""colas del hambre"", por qué mal llamadas?, pues porque hay gente que se aprovecha y prefiere pedir comida, teniendo forma de pagársela y gastándose lo que tienen en otras ""cosas""..",1,1,1,1
d_2206_01,"mientras no se llamen a las cosas por su nombre y se continúe en el ""buenismo"" y lo que éste conlleva (subvenciones a ongs, leyes blandas en relación con la inmigración, efectos llamada...), éste problema (invasión) no se solucionará e irá a más como se está comprobando.",1,1,1,1
d_1212_02,a seguir delinquiendo que sale gratis.,1,1,1,1
d_2216_02,"nos van a inflar de impuestos para poder pagar todo estos desmanes ya lo verán,pero no solamente la izquierda sino la derecha también.",1,0,0,0
d_1118_01,"«lo que no entendemos es que los tengan metidos en un centro, como cabras dentro de un redil, sin que su situación mejore»..",1,1,1,1
d_2207_01,estoy intentando poner el foco sobre la compasión que inevitablemente me produce ver esas personas sufridoras y miserables.,1,0,0,0
d_840_01,esta gente que quiere llenar a españa de extranjeros?,1,1,1,1
d_490_01,"dejad de copiar noticia a periodistas q quieren destruir internet, el q le corto es el mafioso de la patera eso lo dicen al final",0,0,0,0
d_2012_01,"ahí ahí, aportando argumentos.",0,0,0,0
d_959_01,no se expulsa menores en españa.,0,0,1,0
d_480_01,pura supervivencia.,0,0,0,0
d_1980_05,"esto es un proceso global, y las corrientes migratorias son un síntoma de ello.",0,0,0,0
d_2421_04,somos el hazmerreír de toda europa y parte del resto del mundo.,0,1,0,0
d_677_03,"o sea, nos están llamando vagos.",0,0,0,0
d_50_02,y éste es el caso.,0,0,0,0
d_37_04,¿o tal vez en obligar a toda la sociedad a comer cerdo y beber alcohol?,0,0,1,0
d_2375_01,"un funcionario del sepes me comentaba, señora que va a pedir la ayuda familiar, siendo española, sale en el ordenador que tiene un piso, un coche y esta en paro después de un montón de años cotizados, denegada.",0,1,0,0
d_971_02,me repugna leer que este tipo de actos se llevan a cabo en mi país y la cosa está pasando de castaño a oscuro.,0,0,0,0
d_1940_01,"paguitas, alimentación, salud, vivienda, buen trato y ahora...según sanchinflas, residencia...",1,1,1,1
d_1019_01,"estoy con la mayoría de quienes comentan acerca de la detención y expulsión,  si no fueran españoles y, si lo fueran, reformatorio hasta que fueran mayores de edad.",1,1,1,1
d_1053_01,?está noticia es verdad o se trata de propaganda hacia lo mal que están los pobrecitos en los centros de acogida?,1,1,1,1
d_1228_02,los medios lacayos podrían acusarle de racista,0,0,0,0
d_63_01,"joder, pues opinamos prácticamente lo mismo. el control estricto de fronteras ha funcionado para reducir drásticamente la violencia palestina, pero aún hay claro, pero menos…",0,0,0,0
d_621_02,"los españoles, seremos hijos de dios, pero no somos santos.",0,0,0,0
d_1932_01,"porque lo mismo estaba todo planificado y ""las medidas de seguridad"" que tenian que ser dobladas y con presencia policial, y solamente bajar del avión ""el supuesto paciente""",0,0,0,0
d_1392_02,o cambian las leyes o acabaremos por tomar la justicia por nuestra mano con todos los peligros que ello conlleva para todos.,0,0,1,0
d_216_01,estaría bien que se inmolasen en las propias pateras.,1,0,0,0
d_1665_01,"esto de los abrazos ya tenemos referencias propagandistas de la era ""preparando el 2050"" (ya que estamos, hay que preparar el 2492 con un ""buen presupuesto"")",0,0,0,0
d_558_01,"podemos y su manual de ""cómo hundir países""...",0,0,0,0
d_166_01,"detrás siempre est?n los patiriarkaaz-liiztaaz con sus grandes dineros; donde cada clero es su peón; incluyendo a las moonarkiaz; donde cuanto peor mejor, si ellos lo dominan, para que no se hable de estadios, donde sus incapaces jefes, fueron ""arreglados"" con la guillotina.",0,0,0,0
d_945_02,"ah ok, es que le dieron tiempo para ahorrar más y venir a comprarse mas esposas.",0,0,0,0
d_2393_02,sabes tú que si puedo...me parto jamón y empiezo.,0,0,0,0
d_923_01,oooooh estás tocando un tabú y no hablo de uno solamente para la admn. de menéame,0,0,0,0
d_2140_01,"la solución es muy sencilla, te lo llevas a tu casa y corre con los gastos.",0,0,0,0
d_1037_01,x,0,0,0,0
d_156_01,"lo malo de la educación es que es un proceso largo y lento, y es difícil de llevar a países atrasados.",0,0,0,0
d_1332_02,"al menos no somos usa, ni brasil ni cualquier otro país donde la policía tiene impunidad para matar.",0,0,0,0
d_48_02,"y en general como mínimo las religiones suelen ser supremacistas, homófobas, machistas, excluyentes....",0,0,0,0
d_1490_02,nadie nace sabiendo y los mesajes progres son tan potentes en los medios que cuando te das cuenta que todo es una mentira han pasado muchisimos años,0,0,0,0
d_1164_02,quizá haya otras soluciones pero desde luego si vuelven a su marruecos de origen estos no van a dar problemas aquí.,0,1,1,1
d_450_02,y tranquilo aunque se maten entre ellos solo sobreviven los que mejor matan.,1,1,1,1
d_1989_01,mención especial para el vecino que profiere: ¨pues se los confina y yastá¨.,0,0,0,0
d_1052_01,"los políticos lo toleran todo lo que no va contra ellos, baste fijarse en iglesias, con su casoplón.",0,0,0,0
d_30_02,"deja de buscar excusas, el ateísmo puede ser igual de malo que cualquier religión.",0,0,0,0
d_2464_02,es la retrasada mental de piluca con un nuevo nick. y van 25,0,0,0,0
d_1667_01,españa agredida por marruecos. 8000 invasores se meten en casa.,1,1,1,1
d_72_07,y si eres cientifico tambien aceptaras que las certidumbres absolutas son limitadas y sujetas a matizaciones con descubrimientos posteriores.,0,0,0,0
d_1270_01,"para que sea al menos un poco durilla, tendrás que decir ""lo que le salga del puto coño"" :-d",0,0,0,0
d_1755_01,la seguridad de un aeropuerto como el de palma un desastre.,0,0,0,0
d_972_11,no la escolarizo y la tuvo de sirvienta más de 3 años.,0,0,0,0
d_2204_05,la palabra hipócrita se queda corta.,0,0,0,0
d_983_02,¿tendremos que tomarnos la justicia por nuestra cuenta?,0,0,0,0
d_1982_01,"no vienen a que les mantengan, vienen a recoger la fruta que te comes.",1,1,1,1
d_1900_01,y que siga la fiestaaaaa!!!!,0,0,0,0
d_1128_01,"vaya complejazo que tiene algunas, ""es que no es por racismo"".",0,0,0,0
d_2541_03,"de hecho, la subdirección mas influyente e importante de la dgse, es la del maghreb y el norte de africa, donde francia ejerce cuatro o cinco protectorados de hecho.",0,0,0,0
d_2063_02,sólo si muchos más ciudadanos dicen lo mismo que usted los partidos políticos que aún están en la carrera por ser los más globalistos del mundo se van a estrellar con la realidad.,0,0,0,0
d_1905_01,"si un solo simulante con un grupito, sin armas, puede provocar el caos en el 3r aeropuerto del país, ¿qué no podrían hacer un 1% de los invasores del sur quintacolumnistas ya dentro, a las órdenes de su sátrapa comendador de los creyentes que llame a la yihad para recuperar al andslus = españa?",1,1,1,1
d_1420_01,sin más señas no sé quién puede ser ese tal m. rajoy.,0,0,0,0
d_2177_01,"a mi también se me cae el alma al suelo, por diferente motivo.",0,0,0,0
d_649_01,"y yo propongo que echenique , que ha reconocido que no paga la!seguridad social de sus empleadas de hogar, pierda la nacionalidad española y sea expulsado de este pais.",0,0,0,0
d_1121_05,leer las declaraciones de la mujer realmente incomprensibles.,0,0,0,0
d_11_05,se nutren del odio que siembran y tratan de alcanzar poder e influencia dividiendo y enfrentando.,0,0,0,0
d_1460_03,"a mi meneame me encanta, una noticia de 4 individuos q intentan hacer una agresion sexual a una niña y se acaba hablando de mariano rajoy, es impresionante jajajaja",0,0,0,0
d_541_01,a disfrutar de lo votado...,0,0,0,0
d_2192_03,"por eso, buenísimos aparte, cuando un país tiene una localización geográfica tan complicada como la nuestra, el sentido común invita a que las leyes de inmigración sean severas y la sensibilidad con las fronteras sea alta..",0,0,0,0
d_570_01,"hombre claro no hay que pensar mucho para averiguar las ideas de esta ultra izquierda acaparar votos,pero la pasta se acabara y haber de donde lo van a sacar de momento aun no ha llegado nada de dinero y ya veremos estando esta ultra izquierda en el gobierno europa no va atragar.",0,0,0,0
d_475_01,costumbres...,0,0,0,0
d_1847_01,os habéis dado cuenta que los fines de semana o festivos la izmierda aparece poco por aquí?.,0,0,0,0
d_2075_03,imaginaos que en marruecos además tienen una ministra que dice que los menores no son de los padres y que se lo quedan.,1,0,0,0
d_1628_03,es you problema y no el nuestro.,0,0,0,0
d_1568_01,una cosa es dar trato humanitario atender y su necesidad momentánea pero después hay que devolverlos por donde han venido.,1,1,1,1
