id,label_pred1,label_pred2,label_pred3,gold_label_pred
d_840_01,1,1,1,1
d_490_01,0,0,0,0
d_2012_01,0,0,0,0
d_959_01,0,0,1,0
d_480_01,0,0,0,0
d_1980_05,0,0,0,0
d_2421_04,0,1,0,0
d_677_03,0,0,0,0
d_50_02,0,0,0,0
d_37_04,0,0,1,0
d_2375_01,0,1,0,0
d_971_02,0,0,0,0
d_1940_01,1,1,1,1
d_1019_01,1,1,1,1
d_1053_01,1,1,1,1
d_1228_02,0,0,0,0
d_63_01,0,0,0,0
d_621_02,0,0,0,0
d_1932_01,0,0,0,0
d_1392_02,0,0,1,0
d_216_01,1,0,0,0
d_1665_01,0,0,0,0
d_558_01,0,0,0,0
d_166_01,0,0,0,0
d_945_02,0,0,0,0
d_2393_02,0,0,0,0
d_923_01,0,0,0,0
d_2140_01,0,0,0,0
d_1037_01,0,0,0,0
d_156_01,0,0,0,0
d_1332_02,0,0,0,0
d_48_02,0,0,0,0
d_1490_02,0,0,0,0
d_1164_02,0,1,1,1
d_450_02,1,1,1,1
d_1989_01,0,0,0,0
d_1052_01,0,0,0,0
d_30_02,0,0,0,0
d_2464_02,0,0,0,0
d_1667_01,1,1,1,1
d_72_07,0,0,0,0
d_1270_01,0,0,0,0
d_1755_01,0,0,0,0
d_972_11,0,0,0,0
d_2204_05,0,0,0,0
d_983_02,0,0,0,0
d_1982_01,1,1,1,1
d_1900_01,0,0,0,0
d_1128_01,0,0,0,0
d_2541_03,0,0,0,0
d_2063_02,0,0,0,0
d_1905_01,1,1,1,1
d_1420_01,0,0,0,0
d_2177_01,0,0,0,0
d_649_01,0,0,0,0
d_1121_05,0,0,0,0
d_11_05,0,0,0,0
d_1460_03,0,0,0,0
d_541_01,0,0,0,0
d_2192_03,0,0,0,0
d_570_01,0,0,0,0
d_475_01,0,0,0,0
d_1847_01,0,0,0,0
d_2075_03,1,0,0,0
d_1628_03,0,0,0,0
d_1568_01,1,1,1,1
d_2432_03,0,0,0,0
d_1885_02,1,1,1,1
d_2120_02,0,0,1,0
d_450_01,1,1,1,1
d_2055_01,1,1,1,1
d_1768_01,0,0,0,0
d_427_01,0,0,0,0
d_2141_02,0,0,0,0
d_1287_01,0,0,0,0
d_1769_01,1,1,1,1
d_1574_01,0,0,0,0
d_680_02,0,0,0,0
d_2036_01,1,1,1,1
d_1677_02,0,0,0,0
d_125_03,0,0,0,0
d_1082_01,0,0,0,0
d_161_02,0,0,0,0
d_853_06,0,0,0,0
d_154_01,0,0,0,0
d_1097_01,0,0,0,0
d_485_01,0,0,0,0
d_1456_02,0,0,0,0
d_1984_01,1,1,1,1
d_2492_01,0,0,0,0
d_614_02,1,1,1,1
d_395_01,0,0,0,0
d_1796_01,0,1,0,0
d_1340_12,0,1,0,0
d_964_02,0,0,0,0
d_240_08,0,0,0,0
d_2215_02,1,0,1,1
d_1325_02,0,0,0,0
d_896_02,0,0,0,0
d_0_01,0,0,0,0
d_1067_01,0,0,0,0
d_1463_01,1,1,1,1
d_1539_01,0,0,0,0
d_678_02,1,1,1,1
d_72_04,0,0,0,0
d_2390_03,0,0,0,0
d_881_01,0,0,0,0
d_1069_01,1,0,1,1
d_1659_01,0,0,0,0
d_2508_01,0,0,0,0
d_1568_03,1,0,0,0
d_43_01,0,0,0,0
d_745_02,0,0,0,0
d_2047_03,0,0,0,0
d_1262_01,0,0,0,0
d_72_06,0,0,0,0
d_1198_02,1,1,1,1
d_1776_01,0,0,0,0
d_1637_01,0,0,0,0
d_1500_02,0,0,0,0
d_1149_06,0,0,0,0
d_2192_07,0,0,0,0
d_1189_16,1,1,1,1
d_1941_01,0,0,0,0
d_1044_01,0,0,0,0
d_534_02,0,0,0,0
d_2166_02,0,0,0,0
d_2373_01,1,1,1,1
d_1726_03,0,0,0,0
d_2182_03,0,0,0,0
d_710_03,0,0,0,0
d_1989_03,0,0,0,0
d_2111_05,1,1,1,1
d_654_01,1,1,1,1
d_2223_02,0,0,0,0
d_313_02,0,1,0,0
d_1506_02,0,0,0,0
d_2249_02,1,1,0,1
d_1157_01,1,1,1,1
d_569_01,1,1,1,1
d_1985_15,0,0,0,0
d_738_03,0,0,0,0
d_1647_03,0,0,0,0
d_768_01,0,0,0,0
d_2060_03,1,1,1,1
d_351_03,0,0,1,0
d_2447_01,1,1,1,1
d_789_04,0,0,0,0
d_992_01,0,0,0,0
d_762_04,1,1,1,1
d_466_01,0,1,1,1
d_101_02,0,0,0,0
d_1697_03,1,0,0,0
d_167_03,0,0,0,0
d_949_02,0,0,0,0
d_107_02,0,0,0,0
d_831_01,0,0,0,0
d_100_01,1,1,1,1
d_274_01,0,0,0,0
d_1326_02,0,0,0,0
d_45_02,0,0,0,0
d_1963_01,0,0,1,0
d_1478_03,0,0,0,0
d_1930_01,0,0,0,0
d_2073_02,0,0,0,0
d_2232_03,0,0,0,0
d_2064_02,1,1,1,1
d_954_02,0,0,0,0
d_1627_01,0,0,0,0
d_311_01,0,0,0,0
d_244_01,0,0,0,0
d_647_01,1,0,1,1
d_361_01,0,0,0,0
d_1155_01,1,1,1,1
d_2462_02,1,1,1,1
d_2313_01,0,0,0,0
d_1612_01,0,0,0,0
d_1107_06,0,0,0,0
d_1931_01,0,0,0,0
d_599_02,0,0,0,0
d_80_03,0,0,0,0
d_2218_03,0,0,0,0
d_1292_01,0,0,0,0
d_15_02,0,0,0,0
d_78_05,0,0,0,0
d_2499_04,0,0,0,0
d_1342_03,1,1,0,1
d_1995_02,0,0,0,0
d_942_03,0,0,0,0
d_1313_01,1,1,1,1
d_972_13,0,0,0,0
d_2297_01,1,1,1,1
d_2025_05,0,0,0,0
d_1826_02,1,1,1,1
d_2132_02,1,0,1,1
d_1430_08,0,0,0,0
d_652_02,1,1,1,1
d_1640_02,0,0,0,0
d_1830_07,0,0,0,0
d_473_01,0,0,0,0
d_2323_01,0,1,1,1
d_1766_02,0,0,0,0
d_458_02,0,0,0,0
d_1910_01,0,0,0,0
d_1697_04,0,0,0,0
d_175_03,0,0,0,0
d_2241_01,0,0,0,0
d_1180_02,0,0,0,0
d_1776_02,1,1,1,1
d_1431_01,0,0,0,0
d_2086_01,0,0,1,0
d_705_02,0,0,0,0
d_991_01,0,0,0,0
d_1464_04,0,0,0,0
d_398_01,0,0,0,0
d_1118_06,0,1,1,1
d_1943_02,0,0,0,0
d_2220_01,0,0,0,0
d_576_04,0,0,0,0
d_2087_05,0,0,0,0
d_168_03,0,0,0,0
d_2138_02,0,0,0,0
d_165_02,0,0,0,0
d_1021_02,0,0,1,0
d_1606_01,0,0,0,0
d_585_01,1,1,1,1
d_2042_02,0,0,0,0
d_1603_03,0,0,0,0
d_1290_01,0,0,0,0
d_1323_12,0,0,0,0
d_1357_03,0,0,0,0
d_1034_02,1,0,1,1
d_2343_04,0,0,0,0
d_865_04,0,0,0,0
d_918_02,0,0,0,0
d_381_01,0,0,0,0
d_627_01,0,0,0,0
d_655_04,1,0,1,1
d_1407_02,1,1,0,1
d_194_03,0,0,0,0
d_65_06,0,0,0,0
d_171_01,0,0,0,0
d_970_03,0,0,0,0
d_1913_01,0,0,0,0
d_2083_01,1,1,1,1
d_2298_03,0,0,0,0
d_1799_02,0,0,1,0
d_1782_01,0,0,0,0
d_2061_03,1,1,1,1
d_65_01,0,0,0,0
d_841_01,0,0,0,0
d_1840_01,1,1,1,1
d_1725_03,0,0,0,0
d_1145_01,1,1,1,1
d_2228_04,0,0,0,0
d_2171_01,0,1,1,1
d_30_04,0,0,0,0
d_814_02,1,1,1,1
d_1983_01,0,0,0,0
d_141_02,0,0,0,0
d_338_02,0,0,0,0
d_2418_01,1,0,0,0
d_215_02,0,1,1,1
d_2072_02,0,0,0,0
d_218_03,0,0,0,0
d_2542_03,0,0,0,0
d_2212_01,0,0,0,0
d_1703_01,0,0,0,0
d_1255_04,0,0,0,0
d_67_01,0,0,0,0
d_2116_01,1,1,1,1
d_417_01,0,0,0,0
d_2221_04,0,0,0,0
d_1316_03,0,0,0,0
d_23_02,0,0,0,0
d_95_01,0,0,0,0
d_2182_02,0,0,0,0
d_1199_03,0,0,0,0
d_1816_01,0,0,0,0
d_972_17,0,0,0,0
d_908_01,1,1,1,1
d_972_18,0,0,0,0
d_1884_01,0,0,0,0
d_1672_04,0,0,0,0
d_2429_01,1,1,1,1
d_1469_03,0,0,0,0
d_780_01,0,0,0,0
d_1254_01,0,0,0,0
d_1439_01,0,0,0,0
d_1689_01,0,0,0,0
d_670_02,0,0,0,0
d_2540_01,1,1,1,1
d_455_01,0,0,0,0
d_64_04,0,0,0,0
d_1373_01,0,0,0,0
d_1646_01,0,0,0,0
d_872_04,0,0,0,0
d_2165_01,0,0,0,0
d_1888_01,0,0,0,0
d_1154_01,0,0,0,0
d_693_05,0,0,0,0
d_1316_01,0,0,0,0
d_1713_01,0,0,0,0
d_117_03,0,0,0,0
d_1655_03,0,0,0,0
d_1110_01,0,0,0,0
d_653_07,1,1,1,1
d_972_03,0,0,0,0
d_35_01,0,0,0,0
d_407_01,0,1,1,1
d_1855_01,0,0,0,0
d_853_09,0,0,0,0
d_1690_01,1,1,1,1
d_37_02,0,0,0,0
d_797_01,1,1,1,1
d_1130_02,0,0,0,0
d_1985_22,0,0,0,0
d_1241_01,0,0,0,0
d_33_01,0,0,0,0
d_482_01,1,1,1,1
d_595_02,1,1,1,1
d_2066_02,0,0,0,0
d_1919_02,0,0,0,0
d_2047_02,1,1,1,1
d_598_05,1,1,1,1
d_1484_02,0,0,0,0
d_1388_01,0,0,0,0
d_1170_01,0,0,0,0
d_168_09,0,0,0,0
d_1724_01,0,0,0,0
d_1337_01,0,0,0,0
d_854_03,0,0,1,0
d_707_01,0,0,0,0
d_2353_05,0,0,1,0
d_1137_02,0,0,0,0
d_1189_08,0,0,0,0
d_967_06,1,1,1,1
d_2421_02,0,0,0,0
d_1661_02,0,0,0,0
d_150_08,0,0,0,0
d_188_03,0,0,0,0
d_1514_04,1,1,1,1
d_2264_01,0,0,0,0
d_2059_02,0,0,0,0
d_1648_02,0,0,0,0
d_886_02,0,0,0,0
d_1741_02,0,0,0,0
d_1473_01,1,1,1,1
d_1120_01,0,0,0,0
d_1035_01,1,1,1,1
d_290_01,0,0,0,0
d_700_02,0,0,0,0
d_1922_01,1,1,1,1
d_330_01,0,0,0,0
d_455_03,1,1,1,1
d_2088_02,0,0,0,0
d_501_01,1,1,1,1
d_1243_04,0,0,0,0
d_2467_04,0,0,0,0
d_584_01,0,0,0,0
d_2493_03,1,0,0,0
d_2244_01,0,0,0,0
d_1799_01,0,0,0,0
d_1147_01,0,0,0,0
d_568_03,1,1,1,1
