id,label_pred1,label_pred2,label_pred3,gold_label_pred
s_1384,1,1,1,1
s_2085,0,0,0,0
s_1513,0,0,0,0
s_2417,0,0,0,0
s_3189,0,0,0,0
s_1917,0,0,0,0
s_1711,1,1,1,1
s_3713,1,1,1,1
s_2313,0,0,0,0
s_1545,1,1,1,1
s_3952,1,1,1,1
s_3031,0,0,0,0
s_334,0,0,0,0
s_992,0,0,0,0
s_637,0,0,0,0
s_383,1,1,1,1
s_2352,0,0,0,0
s_1491,0,1,0,0
s_1605,0,0,0,0
s_592,1,1,1,1
s_2009,0,0,0,0
s_1366,0,1,0,0
s_473,0,0,0,0
s_1855,0,0,0,0
s_813,1,1,1,1
s_3837,0,1,0,0
s_2649,0,0,0,0
s_2666,0,0,0,0
s_3642,0,0,0,0
s_4029,1,1,1,1
s_3139,0,0,0,0
s_2248,0,0,0,0
s_4167,0,0,0,0
s_1617,0,0,0,0
s_3641,0,0,1,0
s_2950,0,0,0,0
s_2072,0,0,0,0
s_1963,0,0,0,0
s_354,1,1,1,1
s_3869,1,1,1,1
s_4142,0,0,0,0
s_631,0,0,0,0
s_1847,0,0,0,0
s_519,1,1,1,1
s_4079,1,1,1,1
s_2421,0,0,0,0
s_3578,0,0,0,0
s_1823,0,0,0,0
s_1320,1,1,1,1
s_3152,0,0,0,0
s_777,0,0,0,0
s_3458,0,0,0,0
s_269,1,1,1,1
s_4045,0,0,0,0
s_566,0,0,0,0
s_4247,0,0,0,0
s_978,0,1,0,0
s_1349,0,0,0,0
s_1646,1,1,1,1
s_642,1,1,1,1
s_1184,0,0,0,0
s_819,1,1,1,1
s_205,0,0,0,0
s_3170,0,1,0,0
s_2028,0,0,0,0
s_1547,1,1,1,1
s_2472,0,0,0,0
s_1865,0,0,0,0
s_2189,0,0,0,0
s_565,0,0,1,0
s_2631,0,0,0,0
s_2602,0,0,0,0
s_3823,0,0,0,0
s_284,0,0,0,0
s_3095,0,0,0,0
s_811,1,1,1,1
s_1451,1,1,1,1
s_3614,0,0,0,0
s_2140,0,0,0,0
s_1787,0,0,0,0
s_221,0,0,0,0
s_753,0,0,0,0
s_107,0,0,1,0
s_2728,0,0,0,0
s_860,1,1,1,1
s_1628,0,1,0,0
s_3390,1,1,1,1
s_2024,0,0,0,0
s_536,1,1,1,1
s_251,1,1,1,1
s_361,1,1,1,1
s_1143,1,1,1,1
s_2345,1,1,1,1
s_4209,1,1,0,1
s_3243,0,0,0,0
s_3364,0,0,0,0
s_3631,0,0,0,0
s_1873,0,0,0,0
s_2305,0,0,0,0
s_3081,0,0,0,0
s_4074,0,0,0,0
s_3811,1,1,0,1
s_1599,0,1,0,0
s_2778,0,0,0,0
s_3351,0,0,0,0
s_1516,0,0,0,0
s_2172,0,0,0,0
s_3454,0,0,0,0
s_4177,1,1,1,1
s_739,1,1,1,1
s_2524,0,0,0,0
s_3186,0,0,0,0
s_4220,0,0,0,0
s_1756,0,0,0,0
s_590,1,1,1,1
s_3035,0,0,0,0
s_1548,0,0,0,0
s_1907,0,0,0,0
s_1284,0,0,0,0
s_2005,0,0,0,0
s_2551,0,0,0,0
s_2668,0,0,0,0
s_3612,0,0,0,0
s_1727,1,1,1,1
s_1845,0,0,0,0
s_2692,0,0,0,0
s_945,1,1,1,1
s_230,0,0,0,0
s_3791,1,1,1,1
s_3060,0,0,0,0
s_2711,0,0,0,0
s_478,0,0,0,0
s_3725,0,0,0,0
s_3024,0,0,0,0
s_802,1,1,1,1
s_1540,0,0,0,0
s_2945,0,0,0,0
s_3752,0,0,0,0
s_1748,0,0,0,0
s_2769,0,0,0,0
s_1849,0,0,0,0
s_1415,1,1,1,1
s_1113,0,0,0,0
s_3934,0,0,0,0
s_967,0,0,0,0
s_2353,0,0,0,0
s_2420,0,0,0,0
s_4211,0,0,0,0
s_1059,0,1,1,1
s_1344,1,1,1,1
s_132,1,1,1,1
s_3320,0,0,0,0
s_149,0,1,0,0
s_3943,1,1,1,1
s_3358,0,0,0,0
s_1903,0,1,1,1
s_990,0,0,0,0
s_1886,0,0,0,0
s_152,0,0,0,0
s_2043,0,0,0,0
s_2871,0,0,0,0
s_1207,0,0,0,0
s_32,0,0,0,0
s_1449,1,1,1,1
s_267,1,1,1,1
s_2105,0,0,0,0
s_2716,0,0,0,0
s_435,1,1,1,1
s_2473,0,0,0,0
s_1773,0,0,0,0
s_697,0,1,0,0
s_1837,0,0,0,0
s_1397,0,0,1,0
s_1301,1,1,1,1
s_2129,0,0,0,0
s_356,1,1,1,1
s_1684,1,1,1,1
s_347,0,0,0,0
s_2247,0,0,0,0
s_33,0,0,0,0
s_782,1,1,1,1
s_3897,0,0,0,0
s_3582,0,0,0,0
s_578,0,0,0,0
s_1188,0,0,0,0
s_1317,0,1,0,0
s_1735,1,1,1,1
s_2690,0,0,0,0
s_254,0,1,0,0
s_2948,0,0,0,0
s_1652,0,1,0,0
s_2517,0,0,0,0
s_2142,0,0,0,0
s_3529,0,0,0,0
s_382,1,1,1,1
s_4123,1,1,1,1
s_3091,0,0,0,0
s_3711,0,1,1,1
s_778,0,1,0,0
s_187,1,1,1,1
s_2495,0,0,0,0
s_2507,0,0,0,0
