id,text,implicit_a2
s_838,"El inmigrante africano q viene no está cualificado, posee otra religión, cultura e idioma pero aspira a que sea España quienes lo mantengan a costa d nuestros pensionados. No todos son delincuentes pero están sobrerrepresentados en nuestras cárceles. Así que NO más inmigración RT URL",0
s_1577,"Si esta noticia es verdadera, TEN HUEVOS de proponerlo de manera seria que verás donde vas a volver. Ya está bien que vengan de fuera a tocar los huevos. Como díria un grande, váyase a la mierda.",1
s_523,"&gt;&gt; (estoy sorprendida de que ""sólo"" tengo que pagar 900€ para la matricula este año), ni es ""raro"" en Madrid ver mendigos (simplemente los echan a patadas fuera de la vista de los turistas), ni hay ""amnistías"" para los inmigrantes ilegales que trabajen 3 años &gt;&gt;",0
s_3790,LOL sino ves que es una problema que los inmigrantes siendo poco mas del 10% de la poblacion cometan la mitad de las violaciones de este pais....y de estas en manada o violentas basicamente la totalidad de las mismas,1
s_1533,"Pido q te largues y dejes nuestras tradiciones, el mayor racista eres tú",1
s_843,Miserable eres tú diciendo q en Venezuela se come tres veces al día cuando la gente se muere de hambre y huye del país. Miserable eres tú defendiendo la explotación de inmigrantes por mafias q se dedican a la fabricación de productos ilegales.,1
s_3944,Los que delinquen deberían ser expulsados. En eso estoy de acuerdo. Pero no usar las violaciones para pedir eso y menos tratando de dar a entender q son de fuera quienes cometen esos delitos xq eso es minimizar los de los españoles. Y menos dando datos falsos. La gran mayoría,1
s_431,"Punto 59. ""Eliminación del acceso gratuito a la sanidad para inmigrantes ilegales (...)"". Si vienen de fuera, que paguen, ¿no? Sólo quieren al inmigrante para pagar.",0
s_121,Me parece frivolizar. La inmigración ilegal es un problema serio y lo que va a hacer crecer la xenofobia va a ser no querer asumir que no se puede acoger a todo el que se echa al Mediterráneo en una embarcación patroneada por mafias.,0
s_840,"Miserable es usted q promociona economía sumergida,inmigración ilegal,y después funde a impuesto a autónomos y pymes q hacen encaje d bolillo para mantener negocio y con ello el 80% d empleo d este Santo país para mantener tu sueño húmedo bolivariano",0
s_795,"TÚ metes inmigrantes ilegales, saltándose la ley, por la fuerza y la violencia en detrimento de los inmigrantes que si la cumplen.
Pones en riesgo la salud de los nuestros.
Tratas igual al NO cotizante que al que ha entregado su vida por España.
¿Pero los nazis somos los demás?🤔",0
s_3979,"Podemos como siempre diciendo que el inmigrante legal e ilegal son iguales.
Pero luego en el resto de paises hasta los que ponen de ejemplo si que hay diferencia.",0
s_1398,Lo más urgente es expulsar a dicha basura a su país de orígen.. URL,0
s_3945,"Aunque sólo fuese una. Tan sólo una violación perpetrada por un inmigrante ilegal, merece su extradición inmediatamente sin ni siquiera previo paso por prisión.",0
s_1709,"Os mando un vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en España.
Te ruego que lo difundas para que España se entere,de una vez como nos agradecen que los acojamos. URL",0
s_1,"El PSOE recuperará la ""sanidad universal"" y obligará a los españoles a pagar la sanidad a los inmigrantes ilegales URL",0
s_1248,"No! Si eso, sacamos a ala en procesión, no te jode! A mi me parece racista el ramadán, lo quitamos y punto",1
s_941,Que se vaya por donde ha venido,1
s_1172,Pa tu casa moreno,1
s_273,"Los españoles, estarán obligados por Ley a pagar la Sanidad de los inmigrantes ilegales URL vía @user y seguimos alimentando el efecto llamada...",0
s_1536,Q se vaya a su pais si no quiere Reyes!!! Gilipollas,1
s_3977,"Las estadísticas oficiales son que los inmigrantes son el 10% de la población cometen más del 30% de agresiones totales, es decir, el índice de mantratadores extrangeros es de más del triple que de maltratadores españoles.

Malnacidos todos, pero los números son los que son.",0
s_1297,"Más Racistas que sois vosotros imposible, y si no te gusta nuestras costumbres vete a tomar por culo a tu país. Y deja de cobrar de los Españoles, que tu llegastes ilegal y aun eres ilegal.",0
s_806,"- Acosar a MENAS
- Echar mierda a inmigrantes ilegales
- Quejarse de sacar a un dictador del valle de los caidos
- Usar muertes para conseguir votos
- Encubrir delitos que, si fuera de alguien de izquierda, pedirian carcel
- Pedir que se acabe la libertad de expresión en cataluña",0
s_2637,"Esas cifras son como el recuento de votos en comicios de Soros, no se las cree nadie, entre otras cosas porque son mentira. Ahora bien, si meten a las personas desempleadas que hacen cursillos y a los inmigrantes sin papeles con pagas, entonces sí. Todo tiene su "" con que "".",0
s_3453,"Tú sigue defendiendo ese discurso. Ojalá cuando llegue el día en el que tengas que emigrar huyendo de una guerra o de la pobreza no te dejen salir de tu querido país.
No eres más que un enchufado intentando llamar la atención porque en el PP no le hicieron caso.",1
s_3851,"Las víctimas extranjeras ocupan el 43,2% del total de asesinadas por sus parejas en 2016  URL #existen",1
s_4036,"19.32bis CATALUÑA orden publico
Inmigrante argelino ilegal le amputa la mano con un machete a un español que intentaba impedir el robo a un turista.
El argelino recibía ayudas sociales y estaba de okupa en el distrito de Poblesec.
Si importas África obtienes África.
(@user )",0
s_939,Entrá legalmente y después hablamos.,1
s_4095,"5.63 INMIGRACION
""A Ceuta,Melilla cada 2 por 3.A Gibraltar,NI UNO,q se sepa.
¿Porque?
---
A Melilla en 24 horas, más de 600 marroquíes han intentado entrar.1 centenar lo han logrado.
📹 Y la @user, está vendida en nuestras fronteras.
(@user )
URL",1
s_498,"Me parece estupendo que perdone impuestos, deberían suprimirse la mayoría. La sanidad y la educación, para quien contribuya. Hasta los cojones de trabajar para pagar la vida de inmigrantes ilegales, okupas y demás gentuza. Para corrupción... Andalucía.",0
s_1226,Que te jodan sería la frase más correcta para el infraser este que tenía que estar fuera de España o en la cárcel por vender falsificaciones?,1
s_617,"O te piensas que los que están aquí la mayoría son mujeres y niños?? Son chavales jóvenes que vienen a por una vida mejor, dejando su país con menos mano de obra. Fomentar la inmigración ilegal sólo es un factor más que a la larga trae más Gaston innecesarios",0
s_4067,"5.43 INMIGRACIÓN
""La inmigración desordenada es la rendija por donde entran"".
----------------
Detenidos dos jóvenes llegados en patera por robos con fuerza en Palma URL",1
s_4130,"5.61.1 INMIGRACION
""Como tratan a la GC q es mandada a la Palma(por el volcan).
---------
@user dónde les están alojando a los que llegan de refuerzo a Canarias.

Abajo los inmigrantes ilegales en uno de los hoteles de lujo de las islas
(@user) URL",0
s_567,"Si se la pagamos a los inmigrantes ilegales, que violentan nuestras fronteras, como no se la vamos a pagar a ellos.
No ves que ya no se puede ser más tonto de lo que ya somos.
O si?????",0
s_305,"no destine mas recursos para estos inmigrantes ilegales, ni dinero ni sanidad y guardalos para la gente de aquí, que hay muchas familias que estan muy mal tanto de dinero como de trabajo, cuando aqui no halla paro ni saturación en la sanidad entonces que vengan de fuera.",0
s_3252,"No digo que los que roban sean todos extranjeros pero si no acabamos con los que ya tenemos y le sumas los que vienen pues telita, y no todos los que vienen son mala gente por eso digo regular no prohibir que los comufanaticos se lían con los conceptos",0
s_702,"Somos un país que terminó con el papel higiénico en los supermercados, los vacío de comida y termino con las mascarillas, necesarias para otras personas. Y piden quitar la sanidad a gente que huye de guerras... URL",1
s_1044,Vuelve a África....,1
s_594,"A lo mejor los Ferraris habrían traído turismo de calidad para pagar vuestros despilfarros en cosas improductivas que no generan riqueza.
Cual es vuestro plan de negocio ?
Traer inmigrantes ilegales ?
Sanidad universal ?
Carriles bici?
Subir IBI y resto de impuestos?",0
s_1691,Centro educativo para menores inmigrantes que llegan a la península. URL,1
s_7,"Osea,  ahora voy a pagar impuestos para que los inmigrantes ilegales tengan sanidad universal. ¿Pero quien coño a puesto a estos subnormales en el cargo de gobierno?",0
s_437,"oooohh dios miooo!!! 😱😱, que LOS FACHAS quieren que las mafias dejen de usar a los inmigrantes para forrarse de dinero!!, pero quienes se habrán creido!!?",1
s_1246,Que hace este moreno en un país tan racista?,1
s_1358,Este si quiere tradiciones que se vaya a su puta casa,1
s_1173,Se pasa los días quejándose de tradiciones y costumbres que se vaya a  otro país que comparta las suyas en vez de venir aquí a cambiar las nuestras,1
s_488,"Esto es la izquierda.
Esto es el @user :más impuestos y más caros.Expoliar al país mientras abren las puertas al invasor y dan subvenciones por doquier,ayudas a inmigrantes,sanidad a ilegales,...
Basta ya!
#LaEspanaViva
#28abril
URL",0
s_698,"¿Estás sugiriendo que a los inmigrantes ilegales no los atienda la sanidad pública? Vaya, vaya.",0
s_266,"🔥 #EXCLUSIVA Los españoles, estarán obligados por Ley a pagar la Sanidad de los inmigrantes ilegales...
 En pesamos o trabes con la herencia que nos dejo ZP.. URL",0
s_666,Nosotros tenemos que pagar la sanidad a los inmigrantes ilegales que vienen pero luego si tenemos que acudir a la sanidad de cualquier país debemos de pagarla por nuestros medios. España no es una ONG donde sus ciudadanos obligados donan. #DebateElectoral,0
s_3315,Joder... Ahora todo áfrica aquí?? Que asco,1
s_3339,"GRAVEDAD EXTREMA. España es el ÚNICO PAÍS EUROPEO que ha firmado el Pacto para la Inmigración en Marrakech, y en el que ESPAÑA se compromete a aceptar y mantener a todos los inmigrantes ilegales que entren en el país.",0
s_78,"Nadie va a hablar de números???, del máximo posible, del límite máximo, de la máxima capacidad de acogida, del coste presente, de los costes futuros, de las viviendas necesarias, de la capacidad de carga, de los impuestos necesarios, del coste por persona y mes, del coste total??",1
s_4077,"34.3 NO ES LO MISMO
""A psoe, psc,up,jpc,erc,bildu NUNCA ATACARAN
--
Aquellos qviolentan y agreden a los militantes de vox
son los mismos que apoyan a manteros, a okupas, a la inmigración ilegal, a MENAS y los narcopisos. Pregúntate por qué solo atacan a @user.(@user )",1
s_3507,"Como ya he dicho anteriormente, lo que han firmado es la pena de muerte para la cultura occidental, nuestra forma de vida y nuestra forma de sentir y pensar.",1
s_1335,"Se equivoca del todo, es una tradición de acogida de extranjeros, de integración, dado que ninguno de los Reyes Magos era de origen español, ni europeo. A ver si leen y se culturizan más ellos y los que nos hacéis eco de tanta tontería, para enfrentar a la sociedad",1
s_4049,"5.29 INMIGRACION
""Ahora en Ciudad Lineal (Madrid)
-------------
Tres heridos a machetazos y siete detenidos en una nueva pelea entre bandas latinas en un parque de Madrid.
Los heridos son dos menores de 16 años y un ecuatoriano de 28.
""Vienen los mejores"".
URL",1
s_381,"Ahora mismo no se hace, cuando hablamos de inmigrantes ilegales hablamos de los que trabajan por 400 euros al mes sin tener los mismo derechos que el resto de trabajadores, eso es racismo y usted si no lo ve también, pero por lo que veo tampoco sabe leer ya que solo ve eso...",0
s_609,No se que es pero veo menas merodeando y estoy nervioso y pensando que algo malo va a pasar..otra vez. También te digo que mi peluquero es marroquí y es una gran persona,1
s_2158,Las Cifras de DEFICIT NO SE LAS CREE NADIE. LA deuda está en record de toda la democracia. REGALANDO PAGUITAS Y PAGANDO A mercenarios como tú para desinformar. Violaciones diarias por parte de menas y me hablas que vivimos más seguros mientras se negocia con BILDU sois BASURA,0
s_275,"Los españoles, estarán obligados por Ley a pagar la Sanidad de los inmigrantes ilegales URL",0
s_1268,A su puto país.. hace unos años hubiera mendigado por ser el Baltasar en cualquier carroza... puto desagradecido de 💩,1
s_3935,"No mezcle churras con merinas. Eso es referente al total de agresiones sexuales. El 69% hace referencia a las violaciones en manada. Y ya q saca el dato, me preocupa mucho que el 90% de la población (españoles) sea el 52% y que solo el 10% inmigrante represente el 48% del total",0
s_3998,"2.2 EFICACIA
""Seguro q esos 47 contagiados son controlados para q no expandan el COVID.
--------------
 Dan positivo 47 de los 61 inmigrantes que llegaron este viernes a Fuerteventura.
Probablemente huiran
Y nos culparán de los rebrotes.
(@user)
 URL",0
s_312,"Pues es fácil de explicar: DE DONDE COJONES PENSABAS SACAR LA PASTA????? DE JODERNOS BIEN A BASE DE IMPUESTOS????
Porque de ahorrar en avioncitos y de ""sanidad universal"" a inmigrantes ILEGALES seguro que NO",0
s_1488,Siempre se puede ir a un país que replique sus ideas,1
s_1689,Centro educativo para menores inmigrantes que llegan a la península. En esto se van nuestros impuestos? 😡😡😡 URL,1
s_2226,Ufff menos mal que están entrando inmigrantes ilegales a paletadas... si no tendríamos que parar las industrias de las que España está llena por falta de trabajadores,0
s_3436,"Confío que ese Pactp se rompa cuando gobierne VOX y los traidores a su país, juzgados y retirada la nacionalidad",1
s_4055,"5.35 INMIGRACION

"" ¿De q va esto?. ¿Esto se hace en otros paises de nuestro entorno?.
¿O no los dejan ni entrar?""
--
Me parece una auténtica vergüenza.

Comienzan a llegar los inmigrantes ilegales a los hoteles pagados por el Gobierno
(@user)
 URL",0
s_1710,"Te ruego retuitees este vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en España.
para que todos los españoles se entere,
de una vez como nos agradecen que los acojamos.
ESTO ES UNA",0
s_1289,Es urgente echar a este energúmeno cuanto antes.,1
s_667,"Me destroza que hayan dejado pasar a Abascal sin ninguna réplica lo de que es ""un gasto millonario"" la sanidad universal ""a los inmigrantes"". Que no, que pagar cobertura sanitaria para todos, incluidos inmigrantes "" ilegales"", es más barato a la larga y un asunto de salud pública",0
s_3616,Que no les falte de náaaa.... URL,1
s_1090,Diputado Mbaye.. Por favor váyase ya... Luche por la democracia en su país natal..,1
s_866,"Es decir. 46 inmigrantes ilegales que entraron en España saltándose la ley. Ahora están aquí y tenemos que pagar con nuestros impuestos la atención sanitaria que necesiten en un país que no tiene garantizados el pago de pensiones y la sanidad, con una deuda de más del 100% PIB",0
s_3342,Es lamentable ya nuestros barrios y ciudades en nada se parecen a como las hemos conocido el grado de decadencia degradación y pérdida de identidad es muy preocupante.,1
s_1369,Si estás en España y encima venistes ilegal es para cumplir con las costumbres de éste país y si no te gusta veré por donde vinistes,1
s_723,¿Abascal? ¿Ese es el mismo que dice que los inmigrantes irregulares deben pagar su tratamiento en caso de contraer el coronavirus? No parecen ser la misma persona...,1
s_2806,"Clsro que la inmigración ilegal provoca delincuencia. Usted es imbécil. No me va a callar con su complejo de superioridad moral, porque yo no sólo no soy rscista sino quw te he tenido novia inmigrante. El problema es CIERTO TIPO DE INMIGRACIÓN INCOMPATIBLE CON OCCIDENTE BOBO!",0
s_692,"No. Un inmigrante (legal o ilegal) no actúa de mala fe por venir a vivir aquí, pudiendo pagar los impuestos (legal) o pudiendo pagar única y exclusivamente los impuestos indirectos (ilegal).
El que es de aquí, vive aquí y paga impuestos en otro sitio, está actuando de mala fe.",0
s_189,"Aquarius llegan todas las semanas a españa. no se porque tanto bombo. es lo que hay.
El efecto llamada ya esta hecho de hace años.
Nosotros  a buscar trabajo a pagarnos las casas comida ropa y todo lo demas que a esta gente ya se lo dan hechos de por vida.",0
s_1254,"Oscurito, calienta que este año te toca salir en la cabalgata",1
s_884,"Siga comprando un nuevo puesto llenandonos de inmigrantes indocumentados q se están adueñando de todo Chile tomándose los terrenos, arregle esta guerra q se aproxima con estas tomás ilegales, negros q se comen los gatos y perros, se cagan y tienen sexo en las calles, andandenudas",0
s_1009,Que se vaya así país.,1
s_574,"Se las pagamos a los inmigrantes ilegales, como se la van a negar a quienes están legal.",0
s_542,"Los turistas no vienen de paises destrozados por culpa de la cultura imperalista de europa, no vienen porque su casa fue destruida por una bomba fabricada en España, no, vienen a emborracharse y encarecer alquileres.",1
s_3273,"No sea usted demagogo. Se trata de combatir el tráfico ilegal de personas y la inmigración ilegal, la que las mafias manejan. Y no poder  denunciar no sólo eso, sino también perder la soberanía nacional de cada país.",1
s_3769,Porque para empezar la mayoría no viene en edad escolar por lo cual ese argumento tuyo queda inútil. Y para terminar porque legalizar a cualquiera no es sostenible. NO HAY TRABAJO y menos para quienes tienen menos estudios. Veo ingenieros trabajando en McDonald tio,1
s_4212,"Ya sabemos que los políticos electos no van a poner interés en resolver el problema.
(El problema es la invasión de las islas)
Lo grotesco es que la propia población no defiende su territorio.
Merecen ser invadidos y sufrir las consecuencias.",0
s_714,"Tú eres médico @user, hiciste el juramento hipocrático. Pero tu partido apuesta por hacer pagar la sanidad a inmigrantes ilegales, que en su mayoría están en situación de pobreza y no pueden costeársela. Explícanos como encajas esto en tu moral y vida profesional por favor",0
s_725,"La próxima vez, le podría preguntar usted si eso se puede aplicar a todas las personas o solo a los ""españoles de bien"" URL",1
s_495,"🤣🤣🤣 Flipa. Y también se pagan banderitas homosexuales en los buses, ayudas millonarias a inmigrantes ilegales, subvenciones a asociaciones de Gays y Lesbianas que viven del cuento... De hecho, lo que menos se paga es lo que menos se paga.",0
s_4271,"No viene turismo y no se puede ya vivir. Una barbaridad . Han robado en una iglesia. Tienen dinero, móviles y encima están viviendo en hoteles de lujo y no trabajan.

Los canarios  piden auxilio porque los demás medios de comunicación no estan hablando de ello.
Sigue 👇👇",0
s_1201,Esta gentuza me vuelve racista,1
s_1034,Deberían echarlo del pais,1
s_1015,Mira Negro vete a la mierda a tu país a matar gente q racista los reyes racista eres tú q quieren acabar con los blancos...Pero bien q cobras euros hipócrita de mierda,0
s_57,"Apuntado. Ahora intento hacer el coctel de ""no hay pensiones; sanidad pública para tutti il mondo"" y ni un pensionista en la calle.",1
s_3831,El sospechoso de ser el asesino en serie de homosexuales de Bilbao es un colombiano de 25 años con antecedentes por estafa URL,1
s_3508,"Europeos, Yankees, etc, se han dedicado a expoliar África y dejar al pueblo en la miseria, guerras, etc, ahora se quejan de los inmigrantes africanos, pues a joderse toca chato, q tu también saldrías con el rabo entre las patas si hubiera una guerra en el país",1
s_1712,"DETIENEN A TRES MARROQUIES POR DOS VIOLACIONES.

DOS «MENAS» MARROQUIES en Canet de Mar (Barcelona) acusados de violar a una joven y grabarlo

El tercero también MARROQUÍ fue detenido por intento de agresión sexual a otra menor en MASNOU.

URL",0
s_4052,"5.32 INMIGRACION
""Mas delincuencia entre bandas latinas.""
-------------------
Los primeros policías que llegaron al lugar hallaron a la víctima en el suelo con una fractura de cráneo y los implicados en la reyerta huyeron URL",1
s_3813,"O no quieres ver la realidad o no entiendes los datos. La gráfica muestra que el 10% de la población comete el 23% de los delitos, es decir los extranjeros delinquen más. Es que lo dice la misma noticia que enlazas, no sabes leer? Y si miras los delitos sexuales ya ni te cuento URL",0
s_1622,Tu en un país democrático de verdad estarías deportado,1
s_401,"¿Por qué demonios tenemos que pagar los españoles ayudas sociales, sanidad y educación a inmigrantes ilegales? URL",0
s_109,"Les estan haciéndo la campaña gratuita a @user .
España NO es xenófoba, pero tampoco los españoles són imbeciles y nos obligarán a defender lo que los trabajadores-pensionistas nos hemos ganado PAGANDO tantos años con nuestros impuestos
HUMANIDAD: TODA
CONTROL : TAMBIEN",1
s_1081,"Este es idiota porque es ne.gro o es neg,gro xq nació idiota?",1
s_1018,"Patera de vuelta y a otra cosa, mariposa",1
s_1153,"Qué sabe este cantamañanas oportunista de países democráticos??
Los contribuyentes dándole de comer a los zánganos 😒",1
s_467,"Usted vive en una realidad paralela si se hace ese tipo de preguntas, ¿sabe cuanto paga un inmigrante ilegal a las mafias para llegar a España?",1
s_535,".)) SERIAIS CREIBLES,si la igualdad fuera REDUCIENDO:
*Hasta cero,d inmigrantes ilegales.
*A inmigrantes q DELINQUEN.
*El 85% d ONGs inútiles.
*El n°d Políticos y Funcionarios al 50%.
*El parque d autos Oficiales al 75%.
*L DEUDA PUBLICA.
*Ls IMPUESTOS.
CONSTRUYENDO VIV SOCIAL.",1
s_4264,Canarias ya está ocupada por marroquíes y mauritanos. En Fuerteventura y Lanzarote el número de marroquíes ya es mayor q el de la  población autóctona. Es una estrategia marroquí q empieza a darle resultados: la toma 'pacífica' de territorios mediante su ocupación por las bravas.,0
s_18,"Ayer estuve en hacienda tributando, todos españoles, por la tarde fui al centro de salud, españoles, la mitad.",1
s_54,"Y, los españoles pagando toda la vida los impuestos y seguimos pagando el copago. URL",1
s_1115,"El buenísimo acabará con Europa y el primero en caer y ser un estado islámico será España pues jamás nos defenderemos por miedo a que nos llamen racistas., Mujeres españoles empiecen a comprar burkas q eso es lo que la izmierda os está preparando.",1
s_313,Mi mamá con 89 alis queda Excluida de sanidad universal por ser inmigrante regular! La ley y beneficios son para los ilegales,0
s_1559,Pues queyse vaya a tomar xc a Senegal.,1
s_685,"Ciando alguien huye de una guerra, del hambre o de un desierto en el q no hay vida, tiene todos mis respetos. Yo haría lo mismo x salvar la vida de mis hijos y la mía propia. ¿Tú no? Te suicidarías antes de emigrar? Matarías a tus hijos para q no pasaran hambre?",1
s_1362,"a ver tú, gilipollas, no sabes que hay un rey negro?? Racista tú y tú Puta madre. Antes de querer acabar con nuestras tradiciones vuelve a tu país a acabar con las tuyas y de paso con el subdesarrollo mental y económico.
Au.",1
s_3662,"Si en vez de concertinas pusiéramos una valla electrificada no pasaba ni uno. Y las risas que sería el espectáculo, no hay que olvidar.",1
s_4097,"5.65 INMIGRACION
""Suma y sigue.¿Quien va a poner freno a semejante desatino?
Un extranjero q  delinque:
*Como sera ilegal, no deberia haber entrado.
*juicio y expulsion
---
Detenido joven de nacionalidad marroquí por violar a una chica española en Badalona URL",0
s_489,"Nada, tú tranquilo, desde Sevilla otro currito cansado de pagar a los inmigrantes ilegales la sanidad y las ayuditas . Viva España ostia.",0
s_3316,Ese pacto migratorio es un atentado para la seguridad nacional!!! Sanchez es un pesimo presidente,1
s_3291,"Pedro Sánchez y otro montón de progres han firmado en Marrakech cargarse nuestra soberanía, nuestras fronteras y nuestra prosperidad. Y amordazar a los ciudadanos occidentales y medios de comunicación que critiquen la inmigración ilegal que  ellos han convertido en derecho humano URL",0
s_1304,"En mi pueblo modificaron el recorrido de una virgen porque les molestaba cuando pasaba la procesión frente a sus negocios que acaparan una calle
Tiempo al tiempo
Al final tendremos tres reyes blancos
Perdón, tendremos tres reinas trans blancas URL",1
s_809,"Sanidad pública por supuesto, pero no estoy dispuesto a pagar la sanidad a vagos que no quieren trabajar ni a inmigrantes ilegales, lo sé con conocimiento de causa lo que pasa en los hospitales públicos, QUIROFANOS, material fungible regalado, etc... DEMAGOGIA ""0""",0
s_615,"Vete a cualquier pais a ver que tal la inmigración ilegal, que aparte de expulsarla, no podrias acceder a un médico, a alquilar nada, no tendrias servicio alguno. Porque es Ilegal. Quédate con la palabra clave. No se refiere al término ""valor"" humanitariamente.",0
s_4200,A muy poco de que allí termine gobernando un partido musulman,1
s_257,Solo de pensarlo me dan ganas de irme a Groenlandia a vivir para no pagarles nada a estos mugrosos.,0
s_770,"Los inmigrantes que llegan aquí de manera ilegal,normalmente piden asilo y se debe estudiar este expediente y si pertoca,  tendrán que ser expulsados o no.., pero mientras tanto,  por una cuestión de humanidad, se les tiene que atender como al resto,",1
s_689,"Los que decis esto sois los mismos que le dais sanidad gratuita a los inmigrantes ilegales, no?",0
