id,text,label
s_3644,aquí tienes un voto  y con ganas de que termine este circo como tenemos en este país.,0
s_360,"te van a subir los impuestos con esta escusa así que le vas a pagar la sanidad a inmigrantes ilegales también.
cuando no te llegue para las vacaciones acuérdate de los negros que fue a curarse un problema que ya traía en la patera gracias a ti, y encima haces donativos a ongs",1
s_1607,"valiente tonto  el culo.
y la ministra aumentado el patrimonio .
eso que es.
llenar la panza.
no teneis verguenza",0
s_3928,"todavía no has puesto la fuente, venga sigo esperando!!! y no me vuelvas a poner un pdf de hace cuatro años venga!!! quiero datos actualizados y fuente real!",0
s_2618,"y l dices sin ponerte colorada, que sinvergüenzas sois.
explica los empleos que son públicos, los emprendedores que han decidido ser autónomos etc etc no creáis empleo mentirosa",0
s_1994,"estas equivocado/ a lo que fastidia es el maquillaje de datos:
- que pasa con los que todavía están en erte?
- cuanto del ha incrementado el empleo público, lastra para 50 años?
si este país va bien a todos nos va bien pero no es real.",0
s_2746,"es más creíble business insider y los datos que comparte que el tuitero de turno con cifras que no puede demostrar, sí.

estás diciendo que esa subida de 15€ conlleva un incremento del 1000% en gasto por empleado, cuando es de 1,69€ por cada euro. url",0
s_3639,"y luego que porque la gente vota a ...
yo no le he votado nunca, y todavía me pregunto si hacerlo o no... pero por cosas como esta cada día me doy más cuenta de que votar a  es votar a españa y la única manera de conservar nuestra soberanía nacional",0
s_3507,"como ya he dicho anteriormente, lo que han firmado es la pena de muerte para la cultura occidental, nuestra forma de vida y nuestra forma de sentir y pensar.",1
s_1729,"un vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en españa.
te ruego que lo difundas para que españa se entere,de una vez como nos agradecen que los acojamos. url",1
s_611,"sabrías que a la larga no es algo sostenible, e incluso perjudica a esos propios inmigrantes ilegales. no hay que hacer que vengan aquí a por una vida mejor, hay que ayudarles a que su país sea un lugar digno donde vivir. pero en fin, somos unos monstruos por utilizar la lógica",1
d_493_01,Invasión bárbara,1
d_2303_01,"Objetivo cumplido, todo un clásico, y los ciudadanos tan felices mientras Europa y sus valores acaban siendo historia antigua.",1
s_1407,eso es que siempre le traen carbón you está resentido,0
s_2965,"hay que tener la cara de cemento armado para decir eso. todos los vuestros, funcionarios a dedo; cuando no haya dinero para pagar a tanto vago rebajareis las pensiones o las suprimireis. sois el castigo que no merecemos.",0
s_1210,"no hagas más el ridículo, mbayé.
no vas a cambiar una tradición milenaria, de significado religioso para los cristianos, sin ningún tipo de ataque a otras culturas, porque a ti se ponga ahí.
¿racista? tú, que no toleras que haya dos reyes magos blancos.",1
s_2050,"lo que pretendo es que la yoli siga cómo hasta ahora y no modifique ninguna ley porque si deroga la ley laboral y aplica la suya españa se va a ir a la mierda
lee los datos en detalle y verás que en el sector privado hay 400.000 empleos menos que en el 2019 y sube 300k el público",0
s_1239,"bueno vive en mi país y esta de invitado y aparte quiere cambiar mi cultura, por encima de mi cadáver.",1
d_1117_01,¿Así que tenemos que vigilar dónde están estos terroristas?,1
s_3057,"mas o menos la misma formula 2008? que luego dejó una pobreza inmensa? el gasto social crea riqueza? no es mejor dar trabajo que ingreso minimo? debería ser trabajo mínimo vital, basta de ayudas, no las queremos hagan otra cosa porque ya sabemos el final de sus ""buenas noticias""",0
s_1469,"que no quiera chantajearnos con la ""democracia"" y el ""racismo"" porque ya estamos hasta las bolas de que nos dicten lo que tenemos y no tenemos que hacer. si él no tiene esa tradición que no fastidie a los demás.",1
s_2687,muchos me gustas tienes últimamente. no me huele bien….trabajando en las redes???,0
s_1818,"¿y cual es la falacia?
si alguien quiere copiar una idea pre existente y ponerle otro nombre para que parezca propia, más bien es fraude.
está claro que saben quien les siguen, y que estas cosas a sus votantes les dan igual: se quedaran solo con el titular.",0
s_2619,"bueno señora menestra de trabajo cuando bajara la luz,el gas y los alimentos?",0
s_2375,"esos datos son mentira.
el turismo a un 50% desde 2019 dónde están todos esos trabajadores?
y los erte, no se cuentan? son 300.000 almas y subiendo. url",0
s_3960,ser  y felicitar el ramadan es como ser judío y conmemorar el nacimiento de heinrich himmler.,1
d_262_03,Son sus costumbres.,1
d_2356_01,"He vivido varios años en Marruecos, me gustaría que alguien tuviera esta experiencia, mis trabajadores me dijeron que España todo gratis después de una charla explicando la realidad, este es el pago a las SS, y el Tesoro, siguieron R que R, España todo gratis.",1
s_2809,enterate bien de donde viene la inflación y después habla.,0
s_2130,españa en la peor situación económica en 60 años. tu le das las gracias a la causante. eres la definición de retrasado mental,0
s_1765,por fin una ministra que hace excelentemente su trabajo. muchas gracias. ,0
s_3198,"supongo que aunque sea otro periódico, no será mentira la noticia no? ",0
s_2949,deja que terminen los ertes y se sumen esos números a las cifras de parados...,0
s_3414,"las 8 medidas más polémicas de  ¿ultraderecha? no, ultranecesidad!!!  

url",0
s_3395,"el pacto habla, entre otras cosas, de invertir en esos países para que se desarrollen y así disminuir la inmigración ilegal
url",0
s_3501,"seguro que cada día le preguntas a tu espejo mágico:
espejo, espejito ¿quién es en este reino el más hermoso?
y siempre te contesta: no estás mal, pero cualquier inmigrante es más bello que tu. por eso quieres sus corazones, pedazo de alcornoque. ¿que no lo ves?",0
s_1,"el psoe recuperará la ""sanidad universal"" y obligará a los españoles a pagar la sanidad a los inmigrantes ilegales url",1
s_1392,cuando eres tonto y lo demuestras día a día.,1
s_1627,si de verdad fuéramos un país democrático este individuo no estaría en españa,0
s_2185,al menos son buenas noticias y menos quejarse carajo,0
s_4245,pero los canarios quieren ser marroquies? no creo,0
s_2889,"tanto le molesta que alguien como ella haya conseguido más cosas que muchos, "" puedo prometer y prometo"" y después nada....en consejos de administración cobrando una pasta??.
o es solo porque es mujer?.",0
d_1194_01,"Es justo que esos menores marroquís sean adptados por el sultán de Ma rruecos, que es muy rico y no por los contribuyentes de un pais empobrecido como el nuestro.",1
s_801,"ningún gobierno ha gestiona bien esta crisis, y ninguno lo hubiera hecho bien y menos la derecha/ultraderecha. recuerdo que vox dijo que quería hacer que los inmigrantes ""ilegales"" no tuvieran derecho a sanidad pública y hacerles pagar por visitas médicas. eso agravaría las cosas",1
s_3613,"""han convertido la inmigración ilegal en un derecho humano"". en ningún punto del pacto aparece ni siquiera una referencia a eso. lo que sí es un derecho humano es el derecho a la migración, pero lo lleva siendo desde 1948.",0
d_658_01,¡Deportaciones masivas ahora!,1
s_1789,"mi tweet está directamente relacionado con el de la ministra, entiendo perfectamente que le puedan estar poniendo trabas (al fin y al cabo es lógico, es un gob. de coalición), pero me parece hipócrita que saque pecho con esta bajada, cuando ella es la primera que sabe lo que hay.",0
s_215,de momento sólo han aumentado los comensales xo no han presupuestado más pollos. simplemente aumentarán las listas de espera.,1
s_1350,que se vaya a su país y lo quite alli,1
d_1942_01,"Estas multas, y a su país sin poder nunca pisar España",1
s_2025,¿eres consciente que en 2008 nos gobernaba la misma pandilla de incompetentes que ahora? tenemos el mal karma de caer en los mismos errores cada 6 años...,0
s_3622,sánchez obedece a soros mucho antes de ser el okupa de moncloa. rajoy seguro que también pues no veo otra explicación a su errática y traidora política. mucha atención a este problema debemos.,0
s_1253,vete a la m... da !!!!!!,0
s_4022,"5.10 inmigracion
más de 300 inmigrantes argelinos en más de 20 pateras solamente desde el martes y solamente en almería.

no es que sea una invasión silenciosa, es el silencio cómplice ante una invasión.
( 2/8)
 url",1
s_82,"lo que en realidad es xenófobo, es que siendo yo inmigrante legal, la izquierda me llame nazi solo por ser ucraniana. es diferente a que se entre ilegalmente y encima se den ventajas por encima de los ciudadanos. es muy clara la diferencia.",1
d_1928_02,¡Expulsión en masa!,1
s_3922,no se puede desmentir la verdad: el 69% de las violaciones en manada son cometidas por inmigrantes,1
s_3442,"eres unamentirosa. el pacto mundial para la migración aprobado por la onu en marrakech, y que españa apoya, no es vinculante. lo han apoyado también países europeos como alemania, grecia y bélgica",0
d_444_02,"Vienen muchos asesinos,violadores y gente huyendo de guerras y la justicia que hasta hace nada estaban matando con un machete a mujeres y niños.",1
s_2044,"ahora va y lo apoya con 'datos' de alvise, ",0
d_79_02,Predicar el Islam es predicar el odio.,1
d_804_02,"Sólo buscan un semillero de futuros votantes, que se unan a aquellos que ya reciben el mínimo ingreso vital y a quienes se les permite ocupar las casas de otros con casi absoluta impunidad.",1
s_3275,"la misión debe ser eliminar la causa que origina la migración. el problema migratorio debe resolverse en el país que lo origina, la migración siempre es debida a malas políticas y al desamparo gubernamental.
""cuando un pueblo emigra, los gobernantes sobran""- josé martí",1
s_628,"sois unos monstruos por qué os importa más ahorrar un puto euro, que salvar la vida a una persona...",1
s_946,si no le gusta nuestras tradiciones tiene una solución muy sencilla. a tomar por culo,0
d_1639_01,"Huir de la miseria y la desesperación es normal, incluso te lo harías a ti mismo si estuvieras en su situación.",1
s_1718,dónde están las feminazis ahora? dónde....,0
d_1868_04,"¡Estos no vienen a pagar pensiones, están terminando con fondos públicos!",1
s_1731,"""un centro educativo para menores inmigrantes que llegan a la península""...

pues mira no, es brasil.

url",0
d_2289_01,La pena que no ha explotado el avión en el aire,1
s_1198,"¿de que va este tipo? ""donde fueres haz lo que vieres""
si no le gusta, ya conoce el camino de vuelta",1
s_2742,"vale, es mas creíble un medio de comunicación que un empresario. así da gusto.",0
s_4059,"5.38 inmigracion
""argelino ilegal detenido en alcira por agredir a una mujer.""
---------------------
detienen a un hombre en situación irregular en españa por intentar agredir sexualmente a una mujer en la calle url",1
s_3040," te acaban de rebatir los datos que habías aportado, aún así seguías cuestionando estos datos oficiales y para ti el borrico es quien sabía los datos reales. siempre serás un pobre desgraciado resentido, una persona se hace grande reconociendo sus errores.",0
d_423_01,Nótese hasta qué punto compiten entre sí para ver quién pagará las pensiones cuando pisan suelo español.,1
s_2228,"vaya vergüenza de políticos .
efectivamente, cuando nos toman por subnormales es cuándo no me sale de los cojones callarme. sois una basura !!",0
d_653_04,Creo que lo primero es dar trabajo a los españoles.,1
s_2080,"7,8,9 y 10. aplicar políticas de izquierdas y que el psoe haya gobernado.
si en españa no hubieran gobernado las izquierdas hay tendríamos un paro estructural del 5%, lo triste es que aún viendo que el psoe siempre a creado paro siempre hay bobos que los votan. url",0
s_3944,los que delinquen deberían ser expulsados. en eso estoy de acuerdo. pero no usar las violaciones para pedir eso y menos tratando de dar a entender q son de fuera quienes cometen esos delitos xq eso es minimizar los de los españoles. y menos dando datos falsos. la gran mayoría,1
d_368_01,Que le pongan de charcutero en un Carrefour y empiece a pagarnos las pensiones,1
s_1352,hay tontos de todos los colores ,1
s_2106,"tenemos la inflación top 5,5%
pero el gobierno y sus ministros se han aumentado sus salarios...son precavidos...
españa es la economía más rezagada de la ue en la recuperación de la pandemia.
y la fresa del postre,tenemos la luz más cara de nuestra historia!
 url",0
s_2934,"no y que en 1917! vaya argumentario, sin duda las mates no son lo vuestro…",0
s_1943,te jode eh... te jode que sean los mejores datos en años eh... si... te jode te jode equivocarte jej,0
s_837,"exacto

el que se posiciona en tuitter servil con los ricos de las  mafias exploradores de los inmigrantes ilegales y se ensaña con los pobres autónomos propietarios de tiendas legales que se arruinan pagando impuestos, tasas, alquileres, iae, seguros y sufren competencia desleal",1
s_411,"hay listas de espera indefinidas, no hay suficientes médicos y la solución es dar sanidad gratis a todo el que venga. acojonante.",1
d_2228_01,Veamos Luna: cuando vas a tirar la lana al suelo es cuando esto se llena de gente que viene de modelos sociales que son incompatibles con nuestros valores.,1
s_2074,nadie va them contra de todo y de todos!! otra cosa es que piense distinto a ti en todo....y eso mo lo convierte ni en mejor ni en peor que tú!!!,0
d_1700_01,"Ellos tienen salarios generosos, necesidades básicas cubiertas, y sin embargo roban para el placer de robar y hacer sufrir y porque trabajan para mafias que distribuyen bienes robados en sus países de origen.",1
s_3406,pues a mi me va a callar este enseguia.  ya lo que me faltaba que me dijera el de que tengo yo que hablar. ,0
s_2076,"dentro de que puede o no, existir una crisis global, hay paises que la gestionan mejor y otros peor ¿no? y casualmente siempre que esta el psoe en el gobierno, lo gestiona peor que el resto ¿o lo vamos a obviar?",0
s_1080,lo que no es normal es que venga uno de fuera a decir y decidir las costumbres del país que lo ha acogido. y lo digo siendo extranjera. esto ya es el acabose!,1
s_3131,"mal se tienen que presentar las semanas que vienen (luz, gas, alimentos), para que no nos valga el comodín ""franco"", y tengamos que recurrir a uno nuevo: ""hija de franco"". url",0
s_1888,"rapidísimo. en un momento donde se está inyectando un dinero efímero como es el gasto público, con contrataciones por encima de lo normal de empleados públicos, con una inflación de cojones que lo normal es que baje el consumo, y con una crisis energética.

todo esto aplicando la url",0
s_2952,a mí por lo menos no me engaña esa panda de mangantes y farsantes.,0
d_1070_01,Yo sí quiero que se vayan (o los expulsen) a su país con sus padres y con su rey.,1
s_1306,"creo que exagera un poco este hombre. yo tengo unos cuantos amigos de color de gambia, senegal, colombia, cuba, ecuador, y nunca me han comentado ni se han sentido molestos ante una leyenda, que se ha adoptado en paises mayormente católicos. es una reflexión por su parte ilógica.",0
s_3030,eso que los progres habéis criticado tanto. gastar menos…. que cosas eh? noruega lo hace,0
s_3382,"por cierto, este tratado habla de migrantes porque se refiere a ambos inmigrantes y emigrantes. vamos, que también nos protege a nosotros. url",0
s_582,"como empiecen a sacar cargos de ese tipo estamos apañaos. la lista sería larga, me temo.",0
s_3127,su pionera ley rider de momento no an contratado a ningún trabajador al contrario an empeorado las condiciones de trabajo y las empresas se marchan de españa gracias a su mafia.,0
d_701_01,"Eso, eso y después de que otros 600.000 entren y los legalicemos, y luego más, verán qué lindo país vamos a tener.",1
s_1560,"vete por donde has venido,payaso.",1
s_2776,"vemos que casi en su totalidad son generados por la acción del estado, como sucede con las eléctricas. éste no permite que entren competidores, por lo que está, de hecho, creando un oligopolio.",0
s_520,"pero que santo morro tienes sebastián, si casi todo tu hilo es falso o incorrecto.",0
s_2383,recuerdas cuando en medio de la crisis del ébola la izquierda saco a la gente a la calle por un perro? recuerdas cuando subió la luz con rajoy y la izquierda saco a la gente a la calle una vez más?  piensa un poco antes de hablar de palos y piedras en el camino anda,0
s_1577,"si esta noticia es verdadera, ten huevos de proponerlo de manera seria que verás donde vas a volver. ya está bien que vengan de fuera a tocar los huevos. como díria un grande, váyase a la mierda.",1
s_3480,"tiempo al tiempo,esperemos a las generales que van a temblar.vox adelante sin retroceder y con firmeza ,cada vez somos más.",0
s_3289,"nuestro presi no tiene ""narices"" para luchar por españa! y si le aseguran el colchón ?",0
s_1534,"exacto cada uno es libre de pensar lo que quiera como el sr. serigne mbaye, que para eso estamos en un pais libre, no hay necesidad de decir que ""se vayan los que no respetan las costumbres españolas"". por cierto, a mi si me gustan los reyes magos pero respeto a los que no.",1
s_415,"santiago abascal en 'espejo público': ""los andaluces no tienen que pagar la sanidad a los inmigrantes ilegales"" url",1
d_980_04,¿Pero qué derecho tienen los delincuentes a permanecer en otro país?,1
s_3508,"europeos, yankees, etc, se han dedicado a expoliar áfrica y dejar al pueblo en la miseria, guerras, etc, ahora se quejan de los inmigrantes africanos, pues a joderse toca chato, q tu también saldrías con el rabo entre las patas si hubiera una guerra en el país",1
d_629_02,"Esto es como aquellos que afirman no ser racistas, pero si ven a su hija con un novio musulmán se desmayan, pero es más por el hecho de que puede haber ciertas incompatibilidades religiosas, ideológicas y culturales, por muy honradas que sean el tema y la parte de él, también tan pronto como ella o la familia no quieren asumir su religión para casarse y así sucesivamente.",1
s_1970,"evidentemente en 4 años no se consigue, pero puede que en 10 si. la reforma del pp es de 2012 por tanto los que os alegráis de estos datos en el fondo estáis celebrando los resultados de esa reforma, ahí es donde veo la incoherencia de la ministra.",0
d_337_01,"Las subnormales estas trabajadoras sociales(la mayoría son tías) no se dan cuenta que lo que llega muchas veces son putos desequilibrados mentales procedentes de una cultura violenta, han visto y hecho cosas que ni los narcos de sinaloa.",1
s_2652,"si gobernara la derecha, dirían que es empleo basura, como gobiernan los rojos, lo dejan simplemente en empleo.",0
d_752_01,"Pues, muy bien. Alguien tendrá que recoger la fruta o dar yeso en las obras.",1
s_310,"creo q hay q inundar la redes y lo q no son las redes pidiendo la convocatoria de elecciones , ya ! de un aprendiz de brujo no se puede esperar nada bueno, cada día en la moncloa es un día de improvisaciones",0
s_245,"sánchez aumenta la estructura de altos cargos de la presidencia del gobierno url vía . un incremento del 57%.que lo. pagaremos todos los españoles. esto es el nuevo gobierno, señores. duplica los cargos. el que iba a bajar los impuestos. mentiroso!",0
s_701,"que lo que dicen es que todo aquel que no tenga convenio con su país pague, es decir los inmigrantes ilegales tendrían que pagar una sanidad cuando cuando ellos casi no pueden ni subsistir, generando con esta medida más contagios entre toda la población y más dinero al estado",1
s_4033,"5.19 inmigración
""veremos a ver q dice su señoría....""
""los delincuentes primero a la cárcel y luego a su país.
y no hay otra""
-------------------------

cinco inmigrantes marroquíes apuñalan a un taxista para robarle y, ya que están, violan a la pasajera url",1
s_1292,que se vaya a la mismísima mi€rda el chupón este.,1
d_2423_03,Y si invaden tu país pues te defiendes a tiros y punto pelota porque invadir un país es una acto muy grave de delincuencia internacional.,1
s_1405,cría cuervos y...,1
s_3847,"-víctimas de violencia intrafamiliar o de género
-víctimas de tráfico ilícito de migrantes
-mujeres extranjeras en situación de embarazo
-situación de niños, niñas y adolescentes no acompañados
9.acuerdos internacionales.
10.religiosos.
11.tratamientos médicos.",0
d_2281_04,"Los menas aquí el 19% criminales, allí muy pocos.",1
s_2119,"creo que tu inteligencia esta muy mermada.
tu cultura también escasa.",0
s_2674,"ertes, empleo público, destrucción de empleo en el sector primario, aumento de las bajas de autónomos...todo muy protegido y resiliente",0
s_2026,"me molesta soberanamente la gente que contesta con emoticonos y tonterías porque no tiene recursos.
te bloqueo porque no aportas nada, para ver dibujaros voy a disney+.",0
s_3413,los progres se han unido para acabar con todo e imponer la dictadura del progretariado.y ya llevan tiempo haciéndolo.,0
s_1912,"mentirosa, vaga, hablas de lo que no sabes, de lo que si sabes es vivir del pesebre.",0
s_4225,q disfrutar del psoe coalición canaria podemos y demás purrela,0
s_3852,"si en 2016 se hubiese mantenido la misma tasa d agresor extranjero del 2003, las víctimas hubiesen sido 37 y no 44 url",1
s_376,"los inmigrantes solo sirven para coger aguacates? los inmigrantes que lo hacen son ilegales? te parece justo un salario de 400€ al mes? defiendes una política de explotación empresarial? solo pides ultraderechistas? eso no es discriminatorio? no se, no entiendo lo que dices.",1
s_2548,"sois los trileros d la mentira, la censura, la falsedad. cuando no mentís, vuestros medios callan, pero la verdad, aunque no qráis, llega hasta el último rincón, ya se sabe, el q calla otorga,  y cuando nó, mentís, pero la mentira tiene las patas muy cortas y se coge antes a un..",0
d_2424_02,"Según su libro, la ""tierra del Islam"" debe ser para la eternidad, para recuperarla es un deber sagrado.",1
s_3270,"alguien en europa ha decidido que la mejor manera de competir contra la economía china es importando mano de obra barata, aún a costa de sacrificar el estado de bienestar de la clase trabajadora. sorprendentemente la izquierda aplaude está iniciativa de las grandes empresas.",1
s_2689,"la luz, la gasolina, los productos de 1 necesidad, pero no es culpa de este gobierno que hace tres años tenia la barita majica, que fue de ella? pero todo esto es culpa de lps reyes catolicos, al tiempo",0
s_815," , lo que para algunos es una “paguita” para otros es la diferencia entre dar de comer a sus hijos o no. url",0
s_4223,ana oramas lo sabe??? román rodríguez? pedro quevedo???....vaya sinvergüenzas!!!,0
s_3132,que mire a ver el risto si su hija es de el y no de otro! retrasado!,0
s_645,"lo que yo no le desearía ni a mi peor enemigo es que tenga una sanidad privada como en eeuu, que no por ser privada dejan de haber listas de esperas interminables y encima depende del dinero que tengas te vale la pena curarte o morirte para no endeudar de por vida a tu familia.",0
s_1387,"a mi lo q diga un puto delincuente me la trae al pairo ,es más ,encima es un ilegal ,así q a su puto pais",1
s_296,estoy muy cansada de este tipo!!!,0
s_232,"este fin de semana han entrado más de 1600 inmigrantes ilegales en nuestro país con  gratis. el gobierno debe explicarnos con qué les va a mantener, a costa de qué. así jamás habrá dinero para pagar  ni  a los nuestros entre otras cosas.",1
s_3693,extranjero? tiene algo que confesar que los iruñarras no sepan? url,0
s_3268,"sólo he retuiteado por lo que toca a la libertad de expresión.  el único límite a la inmigración (legal e ilegal) que creo legítimo es quitar incentivos. véase:
 liberal es abrir las fronteras  url",0
s_290,jijij totalmente de acuerdo,0
s_1946,"veo que no te has enterado que se prohibió despedir a las empresas y se les obligó a meter a los trabajadores en erte.

venga campeón, empeza a leer noticias desde hace un par de años que vas tarde.",0
s_2487,"este es el problema de los zurdos, vais haciendo el ridículo y no os enteráis.",0
s_1969,"te tienen que atender por juramento hipocrático, pero cobrar el tratamiento te lo cobran",0
d_2194_02,"que verás qué rápido se te borra ese vocabulario de ""empoderada"", menudo lenguaje de fulanas, menos mal que éstas no representan a la mujer española auténtica.",1
s_1194,si no le gusta que coja la puerta y se vaya,1
s_3899,ya tenemos una entrevista con la autora del estudio sobre agresiones sexuales en grupo que está citando vox. transcribo y traduzco y dentro de un rato podrán escuchar y leerla.,0
s_1908,"trankila yoli, esto al cocer mengua... haber como acabas el año.

se acaba la legislatura y seguimos con la reforma laboral del  

acuérdate en 2008 había un 8% de paro hoy tienes un 14,5% ",0
s_1670,"entro ilegalmente, se le dio ciudadanía y privilegios, está en un parlamento con pasta y más privilegios, creo que le costaría leer un texto solo un poco farragoso. estos podemonguers cada día se superan más. ahora vas y metes un blanco en su país de origen a ver que pasa.",1
s_2906,"efectivamente. esto no va de personalismos sino de hacer política que mejore la vida de los ciudadanos.
y eso se hace en equipo.",0
d_1149_02,"Inmigración sí, pero inmigración constructiva que participa en el desarrollo del país de acogida.",1
s_3636,aberración total url,0
s_1408,a mi me parece que este hombre se limita a recitar los guiones que le escriben otros.,0
s_1489,"que manipuladores y mentirosos sois , lo que ha dicho es que apuesta porque pongan un baltasar de color real no acabar con la tradición , como se nota que sois  del partido del odio vx. dais pena , ridículos !",0
s_2159,"hombre si estamos mejor que la anterior es para estar contentos....
que se puede mejorar?
si
que otros lo harían mejor?
tal vez ...
pero para estos son los que hemos decidido que estén y eldato es bueno
sin más!!!",0
s_3859,"residencia por circunstancias excepcionales, mujeres extranjeras víctimas de violencia de género. url  te asesoramos ",0
s_1931,"no, espera, que va a volver la mierda facha que os choriza a todos en la puta cara. seguid esperando.",0
s_1439,"si no te gustan las tradiciones de un país tan ""racista"", que te ha permitido llegar a ser diputado de la asamblea de madrid, siempre puedes volver al tuyo y ser felíz con sus costumbres y cultura.

llegaste de forma ilegal. si abres la boca, debería ser para dar las gracias.",1
s_1580,"este tío es.... bueno, ya se ve. el racismo está en que solo hay un negro? en que los tres deberían ser negros? en que todos deberían ser blancos? que lo explique por favor, no entiendo.",0
s_194,críticas que se de una sanidad pública y necesaria para evitar posibles epidemias pero no críticas que el  te haya dejado a ti sin una sanidad de calidad. igual deberías preocuparte más por lo que te quita a ti tu gobierno que lo que les damos a los demás.,1
s_577,y ademas de eso luego se vuelven a su pais.,0
s_717,"hola! no es tan fácil: el inmigrante ilegal no tiene papeles y no te dice de que país es. y si te lo dijera, su país, sin papeles, se niega a reconocerle como nacional y por tanto a recibirlo. le dejas morir de coronavirus sin atenderlo? súper fácil",1
s_2699,veo que no sale mucho a la calle…y ve una inmensa cantidad de locales cerrados…los cuales antes estaban abiertos!!!,0
d_2320_01,"No hay inmigrantes legales, no hay inmigrantes ilegales.",1
s_3163,"las mismas que el psoe, es aquella junta de andalucía corrupta que robó 700.000.000 de euros estuvieron maría jesús montero y carmen calvo. asumiendo responsabilidades.",0
s_2597,spoiler para lobotomizados incapaces de interpretar gráficos sencillos url,0
d_796_01,Sería razonable legalizar 600.000 ilegales y proscribir 600.000 podemitas con los lisiados y los chepas a la cabeza.,1
s_2443,"aquí no te voy a contestar.., porque tú mismo te retratas solo. (no digo más, al buen entendedor sobran comentarios).",0
