id,text,label
d_2069_03,"la verdad es que viendo lo que se veía en las playas, para hacer teatro valen muchos de ellos, todo hay que decirlo",1
d_342_01,hombre si estas en medio del desierto con una puta cantimplora y va un tio y se la bebe toda para salvarse creo que mas de uno lo matariamos,0
d_1470_01,"el abrazado tenía a un amigo en la orilla en parada cardiorespiratoria a pocos metros, se ve en la secuencia completa de video.",0
d_200_03,"retrasados, está diciendo la noticia que el que llevaba la daga y le cortó la cabeza fue el puto mafioso que los metió en un barco de mierda a cambio de 2.500€.",0
d_2060_01,la devolución debe ser urgente y necesaria.,1
d_1774_02,esto no puede seguir así.,0
d_1971_10,cuando vengan crisis graves cada grupo mira por sus propios intereses.,0
d_514_03,la culpa la tienen el mar y los afiladores de cuchillos.,0
d_2204_06,"las personas que se preocupan de verdad por el sufrimiento, se meten en la boca del lobo (no en nuestra orilla con subvenciones) y siempre rehúyen salir en prensa.",0
d_76_05,hasta que no hagan sus estructuras transparentes poco caso hará de que la mayoría de musulmanes quieren la paz.,1
d_45_07,no hay que escuchar los cantos de sirena de quienes siembran odio contra unos you otros.,0
d_972_07,pero tenían un hermano sin hijos.,0
d_1368_02,"que siguen siendo delito, sí, pero no de la misma gravedad.",0
d_2466_02,les acogeremos amorosamente y les daremos el correspondiente asilo.,1
d_668_05,upodemos esta haciendo una propuesta muy razonable.,0
d_1403_01,"a ver cuanto tardan en decir que se está lanzando una falsa sensación de inseguridad desde los medios, que estos jóvenes marroquies blabla...",1
d_2066_06,"¿que si ademas okupa el dueño del piso le debera pagar agua, luz... porque sino le denunciara por coacciones?...",1
d_1_03,no se donde ves la manipulación.,0
d_2039_06,el alcalde de sheffield - musulmán.,0
d_1048_04,qué energía la de estos chicos...,0
d_2095_01,jajajaj ¿¿¿¿¿¿,0
d_1809_01,dicen que estan todos los aeropuertos de marruecos con moros haciendo colas.,1
d_47_07,"son todos igual de cristianos, de conservadores, de fanaticos? no.",0
d_2420_01,disfruten de lo votado...,0
d_2076_02,de hecho tenemos 17.,0
d_600_02,pero ¿cuantos españoles has visto ir a trabajar recogiendo la cosecha?,0
d_64_03,sacándola de las escuelas el segundo.,0
d_2337_02,dentro de 20 o 30 años nuestos hijos y nietos nos maldecirán mil veces por el infierno que les hemos dejado.,0
d_170_10,"los mossos, dicen que aun ""deben mover barretina con galones, de un lugar para otro, que algunos activistas no han aparecido y parecen ser núcleo duro"".",0
d_1054_03,¿ se ha interesado europa por saber algo sobre este desgobierno para imponer medidas para que el dinero  nos presten no se malgaste en esta gente?,1
d_2349_02,se puede hacer más el ridículo?,0
d_1843_01,"como usted muy bien dice, hay mucho caradura viviendo del cuento de la inmigracion, dicese de politicos, onjetas,empresarios etc etc,y no les interesa nada que se les acabe el chollo, unos por votos, otros por subvenciones, otros por explotadores, etc etc",0
d_755_01,el txikilikuatre solo tiene ocurrencias de genocida.,0
d_687_02,ve a cualquier otro país y solicita la nacionalidad... verás cuál es la respuesta.,0
d_865_10,hay casos que tela....pero la cosa es servicios del menor puede actuar sin medicación del juez,0
d_999_01,"pues yo sí quiero que se vayan de mi país, no se adónde pero que se vayan.",1
d_1343_04,"si quiero ejercer la prostitución lo haría por mi cuenta ganando más, no sentado en la redacción de un periódico.",0
d_2069_01,"en los años 20 del siglo pasado, hace más de 100 años, ya existían este tipo de organizaciones y mira lo que han conseguido, engordar al monstruo que ahora ya nos devora.",1
d_192_02,el estado no debe de creer en nadie.,0
d_2415_01,... jaja cachalote de la momi.,0
d_1389_01,"son los mejores, los más fuertes.",1
d_557_02,se les exigía un contrato de trabajo para poder estar en esos países y si no lo tenían de vuelta a españa.,0
d_1985_18,¿importa el color? ¿la procedencia?,0
d_2075_06,han entrado desde marruecos y a marruecos hay que mandarlos.,1
d_2448_03,devolverlos en cajas.,1
d_2190_02,"yo creo que el 99,99 % de la gente que entraba era simplemente para encontrar trabajo.",0
d_1321_05,detenido un edil de unidas podemos de becerril por abuso sexual a una menor,0
d_1104_03,"además, la señora está muy segura que los que la atacaron son marroquíes.",0
d_590_02,"qué desastre, qué gentuza!!!",0
d_2024_01,ya sabéis donde vais a ir los politicos................ ¿no?,0
d_1944_01,"a estas horas algún juez ya lo habrá liberado para ""proteger sus derechos ""...",0
d_1142_01,es lo segundo.,0
d_120_01,"por esa misma regla, que prohiban el cristianismo, el budismo, y todas las demas religiones.",0
d_1703_04,haciendo la v de victoria y riéndose.,0
d_525_03,y ellos se aprovechen con 600.000 votos....que vergüenza....,0
d_640_01,es que pensando lo bien así ganaron psoe en aquellos años con el decelebrado de zapatero ..,0
d_1971_01,esto daría para una conversación y largo y tendido.,0
d_2190_03,"que la forma en que lo hacen sea ilegal y rechazable, por supuesto.",1
d_898_04,"la verdad no es justo, hacen daño a la sociedad y manchan la reputación de la buena gente que viene aquí a buscarse la vida, que es la gran mayoría!",0
d_708_01,trabajadores españoles ya sabéis a quienes defienden los de podemos.,0
d_1985_01,"pero vamos a ver... soy inmigrante (aunque mi dni dice que soy españold) y quiero hacerte unas consultas que, me parece, estás ignorando en tu análisis:",0
d_874_01,en este país no se imputa a ningún juez.,0
d_1232_01,"estás permitiendo que los árboles te impidan ver el bosque, amigo",0
d_1059_02,"hay inmigración legal, integrada y muy necesaria.",1
d_1172_04,que desastre de país...,0
d_44_01,"no hay escusas, son hechos.",0
d_1168_01,"pues lo siento, pero me pregunto qué pintan esos delincuentes en españa... al menos fuera de una cárcel.",1
d_2503_01,el que entra ilegalmente no puede tener derecho en el futuro a permiso de residencia o trabajo en españa.,1
d_605_01,sí que eres poco realista.,0
d_872_01,ni yo.,0
d_1193_03,basta de gasto social inútil.,1
d_1043_02,"la siguieron, esperaron a que llegara a una calle poco transitada y le aplicaron la misma técnica.",0
d_1247_02,ahora no sé.,0
d_1692_01,"habrá católicos, apostólicos y romanos, tu debe de ser que eres romano.",0
d_2480_02,y marruecos no podría hacer nada contra esta pinza,0
d_1755_05,"aquí las malas experiencias no sirven de nada, pero nada.",0
d_879_01,"ya venís en manada a quejaros, anda a tomarte una marandina.",1
d_2423_01,noticia de última hora: la delegada del gobierno dice que los reyes magos efectivamente son los reyes magos y que el papá noel pues es papá noel.,0
d_1245_01,sin mano ultradura no van a cambiar.,1
d_1095_02,"un delito no tiene raza y si lo comete un españold, pues es un españold y si lo comete un inmigrante, pues es un inmigrante.",0
d_1858_01,los vuelos procedentes de estos países requieren una vigilancia especial y máxime cuando ocurren episodios raros.,0
d_1007_02,¿ no se ?,0
d_2151_02,"a los cuatro amargados de aqui que se asustan cuando una mujer los mira, ni caso.",0
d_2019_02,"unos cartelitos de aviso y un poco de luz a la valla, mas agua cuando hay un masivo intento.",0
d_1674_04,por eso es tan dañina esta propaganda y por eso indigna a la gente que aún tiene la sesera en su sitio.,0
d_1595_01,pues claro. era el típico montaje para las cámaras.,0
d_2455_01,"la carcel, los traslados, los juicios... denmasiados recuros y dinero para algo que no es de interés, ¡fuera! del mismo modo que entraron!.",1
d_2532_03,pero tú te tienes que quedar al final de la fila.,1
d_529_01,europa ya lo permitió en 2005 con el psoe.,0
d_1406_01,asco de delincuencia extranjera.,1
d_125_01,"¿¿como encajan los atentados en egipto, por ejemplo, en esta lucha de civilizaciones que comentas??",0
d_1107_04,"hace poco , las tv progres emitían un vidio del trato que reciben los menores por no cumplir las normas , de los delitos  las tv no se pronuncian ...",1
d_2061_01,mis padres cuando iban a trabajar a la vendimia francesa.,0
d_830_05,"señor de potemos, regularícelos a todos y tendrá otros 600 mil votantes y casi todos ellos en las listas del paro.",1
d_1923_03,con el coran en la mano .,1
d_2272_01,el efecto llamada de pedro sanchez que a convertido a españa en el pais de los delincuentes.,1
d_1489_02,tú lo que buscabas era al negro de whatsapp,0
d_700_01,lo mío es peor.,0
d_1312_03,"si no fueran ellos, otros descubrirían el chollo.",0
d_2000_01,los desafortunados monos en la parte inferior de la jerarquía son atacados en repetidas ocasiones por quienes están más arriba en la manada.,1
d_150_05,y que gana la gente que lidera estos odios?,0
d_2004_01,puede ser gene hackman en mejor jodido actor que ha pisado tierra? yo votaría positivo.,0
d_1670_07,y resulta que el ejército estaba cargando y ayudando...,0
d_872_05,sin poder grabar la conversación por si hay abusos etc ..,0
d_1113_02,"han pasado penurias, han robado y han hecho de todo para poder salir de marruecos y seguir haciendo lo que en marruecos aquí, pero sin impunidad.",1
d_1667_02,sánchez haciendo el ridículo.,0
d_1742_01,si somos el país que nos  han convertido en el nido del cuco.,0
d_873_01,"son sus costumbres, cabrones racistas.",1
d_2311_04,porque lo último que leí es que andaban unos cuantos desaparecidos.,0
d_1786_01,"pues los mandarán aquí, que están como reyes viviendo del cuento y de otras cosas",1
d_1358_06,yo soy un error conceptual.,0
d_163_03,"y luego vemos a su hijo felipe compungido y llamando asesinos a esos dementes, cuando bien podría usar ese calificativo con su propio padre que lleva décadas negociando los con autores intelectuales de los atentados yihadistas.",0
d_2426_01,"... en sus cárceles sí, sería disuasorio, pero las nuestras son ressorts con gimnasio y piscina sin trabajo obligado, y nos cuestan 3000 al mes cada uno.",1
d_1529_01,"en la defensa de las fronteras se trata de proteger la frontera, no de salvar a quienes la violan.",1
d_1273_01,"yo me iba a preguntar qué cojones hacían tres súbditos del reino alahuita emborráchandose, agrediendo brutalmente a vecinos con palos y muletas y abusando sexualmente de una niña menor de edad;",1
d_809_03,"que yo sepa, las personas que ingresan 12000 euros no están obligadas a pagar irpf.",0
d_1276_01,"acá tenés delincuentes españoles si querés, pero en este caso los tratan de ""personas"" o ""ciudadanos""",1
d_2528_01,el pp haría lo mismo,0
d_581_01,"ni de coña.. es más hay que hacer un referendum el 2025 sobre si queremos inmigración, cuanta y de qué tipo..",1
d_2037_01,y su país no es responsable de nada?,0
d_1798_07,ya puestos...las cosas se hacen bien o no se hacen.,0
d_67_03,"tu puedes coger criterios cientificos para organizar la socieadad, tal como se hizo en rwanda para clasificar y asignar tareas a hutus y tutsis con la ciencia en la mano, y totalmente equivocados.",0
d_1154_03,"como ven no veo el asombro es la misma escuela delictiva, con nuevas tecnologías, pero siguen siendo los mismos.",0
d_83_05,"pero son medidas que no atacan directamente a una religión, sino comportamientos punibles en cualquier ámbito.",0
d_2167_01,"las cabezas pensante de la unión europea les preguntariamos,¿qué podrían hacer con toda esta pobre gente?",1
d_1853_01,"yo añadiría,  donde todos echan lo que no quieren en sus países.",1
d_2542_01,somos el coladero de europa.,1
d_1211_02,"vergüenza de personajes, vergüenza de políticos que lo permiten -sí lo permiten, porque cuando les conviene una ley no tardan cinco minutos en llevarla al congreso-, vergüenza de medios de comunicación que intentan engañar con la noticia para acomodarla a lo que quieren en el régimen que se diga, vergüenza de ong que les amparan,....",0
d_703_01,podemos son unos indigentes intelectuales que nunca deberían haber accedido al gobierno.,0
d_853_11,conozco un caso en la familia de mi abuelo.,0
d_1091_01,se trata de supervivencia.,0
d_809_04,voy a hacer un cálculo rápido como el que parece que han hecho ellos:,0
d_2143_01,ojalá suceda. la justicia divina es mi último consuelo.,0
d_725_01,tu eres uno de esos 600 mil no ??,0
d_2072_03,¿de donde saca esa información tan aventurada?,0
d_853_07,como mucho visitar a su madre de vez en cuando.,0
d_2247_01,no lo has podido decir mejor mis aplausos,0
d_1571_05,a donde nos estamos dirigiendo...,0
d_364_01,religión de paz,1
d_2426_02,"allí se suelen hacer yihadistas gracias al imam de la prisión, hay muchos casos.",1
d_1856_02,para agradecerle su entrada a españa... ya me entendeis..!!,0
d_2180_05,"pero ahí se va avanzando pasito a pasito y cuando ves que el enemigo no hace o no sabe hacer nada, das otro pasito, y así cada vez con más intensidad y descaro consiguiendo tus objetivos y cuando llega un momento que te acercas al negro, ya posiblente el enemigo ha perdido tanto que se rinde a tí sin tener que declarar la guerra.",1
d_1605_03,ese se cree y hace de dios de los dioses,0
d_609_02,"o alguien piensa que esos votos irían a otros,vamos ya no saben cómo comprar voluntades,a este paso áfrica será de votantes y ciudadanos podemitas,quieren recuperar lo que antes habían engañado.",0
d_2306_01,"estan a las pueraas del chalet de galapagar pidiendo papeles y paguita, el mantero podemita se okupara de ellos..",1
d_2134_01,estas son de las que luego pillan falsificando papeles para regularizar inmigrantes y cosas similares.,1
d_566_01,pues te los metes en tu casa y los mantienes!!!!!,0
d_1031_04,ahi es nada.,0
d_1072_03,pues insisto en agradecer que se informe de que son magrebíes.,1
